time,fcacc,rlvacc,frtjacc,frtmacc,fbracc,rlwacc,crtacc,rleavc,frootcj,frootcm,fbrchc,rlwodc,crootc,strucc(1),strucc(2),metabc(1),metabc(2),som1c(1),som1c(2),som2c(1),som2c(2),som3c,dslit,dsom2c(1),dsom2c(2),dsom3c,dsomtc,dsomsc,nppt,nstemp,natemp,Condition
2018.42,116.6441,104.9797,11.0812,0.5832,0,0,0,105.7052,101.8915,129.6869,1195.051,9301.063,2254.813,585.4525,267.2888,56.4609,59.9067,47.4081,85.6601,891.4197,2622.761,2991.58,31.6747,107.4268,145.5926,-12.1362,60.083,61.0735,0.3976666667,18.71816333,17.26333333,N_addition
2018.5,305.6906,195.3457,51.4011,2.7053,10.1229,37.1174,8.9981,196.0713,128.3976,132.0467,1201.589,9333.521,2262.683,565.9123,264.8228,43.9433,49.9836,46.032,83.8071,893.6261,2624.931,2991.694,31.8879,106.5668,145.1517,-12.1328,59.9867,60.9099,0.4103225806,19.21099355,18.03145161,N_addition
2018.58,513.0844,195.6356,100.9437,5.3128,38.0146,139.3869,33.7908,196.3611,156.9632,136.8264,1225.834,9431.094,2286.338,544.2072,264.1889,33.4203,48.1429,43.0807,82.2195,895.5839,2627.891,2991.785,32.1005,105.632,144.7943,-12.1297,59.8717,60.7956,0.315483871,19.20780645,18.47016129,N_addition
2018.67,686.2379,195.8557,142.2225,7.4854,61.3214,224.845,54.5079,196.5812,174.9578,141.6161,1245.435,9511.818,2305.908,521.2623,260.9901,25.2689,40.3758,39.1869,78.0264,896.812,2629.399,2991.941,32.2959,104.6934,144.2173,-12.125,59.6963,60.5735,0.3343333333,14.37592667,14.11333333,N_addition
2018.75,719.78,195.8725,168.1997,8.8526,62.4339,228.9244,55.4968,190.1103,179.7171,144.4111,1242.814,9511.151,2305.747,508.6618,258.594,23.351,37.1821,36.3118,74.0956,897.0886,2629.62,2992.072,32.1945,104.0385,143.7481,-12.121,59.5185,60.3815,0.1719354839,8.453351613,9.308870968,N_addition
2018.83,719.78,195.8725,168.1997,8.8526,62.4339,228.9244,55.4968,137.4196,164.6848,142.9335,1239.091,9506.398,2304.596,534.9063,257.9623,39.839,38.6587,35.8571,71.9878,897.1208,2629.001,2992.152,30.6501,103.7414,143.4798,-12.1187,59.3757,60.2593,0.2163333333,1.887366667,3.005833333,N_addition
2018.92,719.78,195.8725,168.1997,8.8526,62.4339,228.9244,55.4968,0.7264,149.6943,140.1028,1235.379,9501.652,2303.447,617.1785,259.0247,84.9206,44.8065,37.0418,71.0897,897.282,2628.895,2992.198,27.5744,103.5143,143.324,-12.1174,59.2462,60.1898,0.3280645161,-2.284248387,-5.574193548,N_addition
2019,0,0,0,0,0,0,0,0.7264,132.6153,136.3413,1231.678,9496.899,2302.296,613.8469,261.5272,82.6917,55.0789,38.4458,71.0192,897.4877,2628.952,2992.221,27.5686,103.3729,143.2367,-12.1159,59.1105,60.1496,0,-0.0003032258065,-4.248387097,N_addition
2019.08,0,0,0,0,0,0,0,0.7264,118.5277,132.944,1227.988,9492.146,2301.146,611.2873,263.2709,81.1349,61.5369,39.4388,71.3283,897.6752,2628.658,2992.249,27.5631,103.2561,143.1401,-12.1137,58.9961,60.0972,0.08714285714,-0.2678607143,-3.828571429,N_addition
2019.17,0,0,0,0,0,0,0,0.7264,105.8565,129.6099,1224.31,9487.394,2299.997,607.8602,264.7803,78.6248,66.5104,40.5675,71.8791,897.939,2628.537,2992.281,27.5716,103.1107,143.0441,-12.1139,58.8947,60.0446,0.5529032258,-0.1032741935,-1.030645161,N_addition
2019.25,0,0,0,0,0,0,0,0.7264,94.5224,126.3536,1220.642,9482.641,2298.847,603.5087,266.056,75.2025,70.117,41.7477,72.607,898.2984,2628.521,2992.304,27.5947,102.928,142.9473,-12.11,58.8072,59.9939,0.1066666667,7.232506667,7.25,N_addition
2019.33,3.1519,2.8367,0.2994,0.0158,0,0,0,3.563,86.1651,123.887,1216.985,9477.895,2297.697,600.4766,265.8029,72.9906,66.4391,42.4532,73.88,898.5724,2627.537,2992.354,27.6109,102.7986,142.7898,-12.1086,58.7311,59.8943,0.1609677419,14.77789032,13.40645161,N_addition
2019.42,162.9825,145.697,16.4212,0.8643,0,0,0,146.4234,93.3432,123.6905,1213.34,9473.157,2296.547,591.4562,264.7357,65.2712,60.0219,43.9163,74.7753,899.3895,2627.648,2992.415,27.7018,102.4334,142.5618,-12.1065,58.6636,59.7808,0.511,20.31247667,18.83,N_addition
2019.5,386.533,195.8942,69.7222,3.6696,21.1045,77.3831,18.7595,196.6205,131.6535,127.2524,1230.79,9545.789,2314.155,572.3919,261.9665,51.1091,48.7572,44.7385,74.4403,901.1923,2628.275,2992.531,27.9054,101.6512,142.131,-12.1028,58.5527,59.5881,0.2283870968,19.60210645,18.21370968,N_addition
2019.58,624.6389,196.2034,126.5487,6.6605,53.1407,194.8493,47.2362,196.9297,166.4762,132.8736,1259.094,9658.456,2341.469,552.0951,259.09,39.6804,41.3975,43.372,72.0758,902.934,2628.699,2992.669,28.1012,100.8101,141.6177,-12.099,58.3803,59.3684,0.1725806452,21.9999871,21.17580645,N_addition
2019.67,801.1533,196.4298,173.2052,9.1161,76.0324,278.7855,67.5843,197.1562,182.9815,140.2566,1278.175,9737.537,2360.64,540.3758,258.8979,35.4859,44.8046,41.9556,70.1404,903.767,2628.201,2992.768,28.1624,100.3149,141.2613,-12.0955,58.1715,59.2065,0.3553333333,16.13414333,15.82,N_addition
2019.75,832.1564,196.4298,202.6582,10.6662,76.0324,278.7855,67.5843,197.1562,187.8382,144.4153,1274.346,9732.674,2359.461,524.0214,258.6157,29.373,45.3728,39.8244,69.6407,904.5865,2629.21,2992.853,28.286,99.6585,140.9267,-12.0928,58.0085,59.0646,0.06935483871,9.199445161,10.18629032,N_addition
2019.83,846.2363,196.4298,216.034,11.3702,76.0324,278.7855,67.5843,178.8642,184.0578,144.2666,1270.529,9727.8,2358.281,528.2383,257.892,34.1474,44.8405,38.721,68.8225,904.8279,2628.222,2992.936,27.7629,99.3525,140.6351,-12.0904,57.8542,58.9167,0.092,3.941686667,5.885,N_addition
2019.92,846.2363,196.4298,216.034,11.3702,76.0324,278.7855,67.5843,0.7228,168.1809,141.6242,1266.723,9722.937,2357.101,636.261,258.8948,93.4275,49.8992,39.6435,68.5775,905.1476,2628.254,2992.985,23.7596,99.0847,140.4601,-12.0889,57.7171,58.8351,0.1448387097,1.063587097,1.186290323,N_addition
2020,0,0,0,0,0,0,0,0.7228,152.2527,138.56,1262.928,9718.063,2355.921,631.4507,260.4755,89.1438,56.3703,41.5697,68.7334,905.5484,2628.017,2993.023,23.7698,98.8903,140.3322,-12.088,57.583,58.7687,0.1738709677,-0.379583871,-0.7725806452,N_addition
2020.08,0,0,0,0,0,0,0,0.7228,136.0689,135.1053,1259.145,9713.217,2354.74,626.9958,262.5849,85.505,64.157,43.1072,69.2264,905.9819,2627.994,2993.05,23.7798,98.7012,140.2346,-12.0874,57.4523,58.7175,0.2032142857,-0.09602857143,-1.005357143,N_addition
2020.17,0,0,0,0,0,0,0,0.7228,121.515,131.7155,1255.373,9708.35,2353.564,622.8101,264.419,82.2191,70.1668,44.3271,70.017,906.4302,2627.924,2993.078,23.7916,98.5199,140.139,-12.0861,57.3364,58.6642,0.2806451613,1.276251613,1.263709677,N_addition
2020.25,0,0,0,0,0,0,0,0.7228,109.0643,128.5579,1251.612,9703.506,2352.391,617.6812,265.7327,77.9821,73.4679,45.5075,71.0795,907.0029,2627.942,2993.11,23.8206,98.3018,140.0343,-12.0851,57.2401,58.6056,0.3316666667,8.539273333,7.701666667,N_addition
2020.33,15.6344,14.071,1.4853,0.0782,0,0,0,14.7938,101.0157,126.5749,1247.863,9698.643,2351.212,605.726,264.9042,67.4119,66.4653,47.1168,72.972,908.3529,2628.338,2993.173,23.941,97.8155,139.8065,-12.083,57.1744,58.487,0.4,12.75016129,11.37580645,N_addition
2020.42,173.5279,144.3168,27.7505,1.4606,0,0,0,145.0396,117.8995,126.4253,1244.125,9693.799,2350.039,593.7286,263.8171,58.1663,59.8968,47.563,73.9578,909.754,2628.885,2993.242,24.0663,97.3195,139.5571,-12.0811,57.1056,58.3681,0.3876666667,17.9955,16.42833333,N_addition
2020.5,392.0028,196.4317,79.8459,4.2024,20.0741,73.6051,17.8437,197.1545,153.9417,129.8956,1260.456,9762.554,2366.706,568.4313,261.7131,42.0489,50.6953,45.9005,74.0589,912.4566,2631.521,2993.347,24.3392,96.2823,139.1262,-12.0782,57.0068,58.2005,0.2158064516,21.6269871,20.32258065,N_addition
2020.58,638.0807,196.745,138.6327,7.2965,53.1732,194.9683,47.265,197.4678,184.8835,137.2632,1289.728,9879.005,2394.937,554.2345,262.4893,36.0902,53.582,44.0527,74.0775,913.7208,2632.834,2993.42,24.4409,95.6941,138.8376,-12.0761,56.8431,58.0817,0.2403225806,21.26636774,20.36693548,N_addition
2020.67,795.06,196.9241,190.2834,10.0149,71.6108,262.5728,63.654,197.6469,202.2455,145.9662,1304.263,9941.649,2410.124,533.9977,261.186,28.9768,49.5482,40.9215,73.2837,914.9712,2633.562,2993.556,24.5834,94.8921,138.3217,-12.0722,56.6272,57.8523,0.295,17.39755667,17.1075,N_addition
2020.75,829.0887,196.9241,222.6107,11.7164,71.6108,262.5728,63.654,197.6469,207.098,150.9268,1300.356,9936.669,2408.92,518.0352,261.457,24.6176,50.8949,38.3809,73.1478,915.4636,2635.049,2993.643,24.677,94.2861,137.983,-12.0699,56.4564,57.7122,0.2167741935,6.799745161,7.514516129,N_addition
2020.83,834.9023,196.9241,228.1336,12.007,71.6108,262.5728,63.654,110.1964,193.5129,150.2334,1296.46,9931.704,2407.716,563.5096,261.1762,52.8107,50.8528,37.1448,72.5863,915.5734,2635.183,2993.726,22.1804,93.8836,137.6781,-12.0679,56.3034,57.5723,0.1966666667,1.176456667,2.059166667,N_addition
2020.92,834.9023,196.9241,228.1336,12.007,71.6108,262.5728,63.654,0.7367,175.332,146.9861,1292.577,9926.752,2406.515,629.2343,263.0883,88.2958,58.4725,38.8171,72.6666,915.8049,2635.007,2993.766,19.8015,93.6995,137.5416,-12.0672,56.1505,57.5033,0.3483870968,-0.8092870968,-2.930645161,N_addition
2021,0,0,0,0,0,0,0,0.7367,156.6337,143.3087,1288.704,9921.787,2405.312,624.7275,265.6494,84.8272,67.9232,40.5929,73.1232,916.1239,2635.111,2993.792,19.8026,93.5213,137.4391,-12.0643,55.9989,57.4528,0.264516129,0,-8.721774194,N_addition
2021.08,0,0,0,0,0,0,0,0.7367,140.0957,139.7603,1284.844,9916.822,2404.108,620.3015,267.7993,81.4782,74.8866,42.0564,73.9603,916.4867,2635.32,2993.822,19.8111,93.3419,137.33,-12.0624,55.8667,57.3966,0.2985714286,0,-6.446428571,N_addition
2021.17,0,0,0,0,0,0,0,0.7367,125.2861,136.2961,1280.995,9911.873,2402.905,615.4108,269.6411,77.7011,80.0101,43.3798,75.0459,916.9268,2635.609,2993.856,19.83,93.145,137.2197,-12.0631,55.7496,57.3376,0.3351612903,1.646964516,0.8016129032,N_addition
2021.25,0,0,0,0,0,0,0,0.7367,112.4289,133.0333,1277.157,9906.908,2401.702,610.3283,270.9956,73.7911,82.4977,44.4749,76.4045,917.4197,2635.722,2993.889,19.8589,92.939,137.105,-12.0615,55.6521,57.2729,0.3256666667,5.78971,5.059166667,N_addition
2021.33,0,0,0,0,0,0,0,0.7367,102.1944,130.3512,1273.332,9901.957,2400.5,603.1812,271.1909,68.0267,79.1364,45.5325,78.2216,918.1328,2636.007,2993.937,19.9208,92.6546,136.9344,-12.0604,55.5805,57.1796,0.4712903226,12.66788387,11.36935484,N_addition
2021.42,106.5735,95.9162,10.1245,0.5329,0,0,0,96.6529,103.1614,129.4355,1269.517,9897.007,2399.297,586.2516,269.109,54.8187,65.5664,46.3577,80.087,919.8337,2637.304,2994.031,20.1111,91.9912,136.5916,-12.0587,55.5347,57.0182,0.513,18.26200667,16.88,N_addition
2021.5,302.3661,196.7934,54.4452,2.8655,8.6872,31.8529,7.7219,197.5301,134.0011,131.8306,1274.399,9923.909,2405.818,566.3158,266.2249,42.487,52.2856,45.1791,79.7174,921.6937,2638.552,2994.149,20.3298,91.205,136.1371,-12.0552,55.4527,56.8233,0.12,21.55944839,20.35564516,N_addition
2021.58,558.451,197.1035,115.6469,6.0867,43.1305,158.1452,38.3382,197.8402,170.2074,138.4997,1304.972,10045.21,2435.224,550.4922,268.4402,35.4425,60.8011,43.3098,79.6321,922.9146,2641.949,2994.183,20.4644,90.5792,135.9534,-12.0543,55.3181,56.7847,0.2819354839,21.12749032,20.39919355,N_addition
2021.67,738.3024,197.3191,158.6458,8.3498,67.3178,246.8319,59.838,198.0558,183.5693,145.3843,1325.217,10128.86,2455.502,529.6343,267.4105,28.0192,56.0791,40.1568,78.915,923.9366,2644.1,2994.307,20.6296,89.7881,135.4689,-12.0509,55.1467,56.5903,0.4673333333,15.93270667,15.64583333,N_addition
2021.75,767.2392,197.3267,185.122,9.7433,67.5085,247.5312,60.0076,198.0634,187.0232,148.7314,1321.438,10124.49,2454.441,508.343,265.5136,21.7823,49.012,36.815,77.7339,924.1984,2646.269,2994.431,20.7943,89.028,134.9702,-12.0472,55.0001,56.3926,0.4664516129,7.140609677,8.086290323,N_addition
2021.83,768.1398,197.3267,185.9776,9.7883,67.5085,247.5312,60.0076,110.4286,172.0121,147.1788,1317.479,10119.43,2453.215,553.9872,265.0929,48.9786,48.7662,36.4097,76.5603,924.159,2646.746,2994.511,18.2491,88.6524,134.6796,-12.0454,54.869,56.2704,0.269,2.931706667,5.048333333,N_addition
2021.92,768.1398,197.3267,185.9776,9.7883,67.5085,247.5312,60.0076,0.7382,156.8327,144.401,1313.532,10114.36,2451.991,617.5149,266.0402,83.2119,53.1748,37.9341,76.04,924.3163,2647.003,2994.561,15.823,88.4005,134.5004,-12.0438,54.7377,56.1927,0.5016129032,-1.613803226,-1.488709677,N_addition
2022,0,0,0,0,0,0,0,0.7382,139.7171,140.7015,1309.598,10109.31,2450.765,613.9446,268.3845,80.8258,62.2266,39.3231,76.1101,924.5121,2646.934,2994.587,15.8196,88.2603,134.4033,-12.0418,54.5903,56.1451,0.09967741935,-0.7803322581,-10.63870968,N_addition
2022.08,0,0,0,0,0,0,0,0.7382,124.5419,137.1134,1305.674,10104.25,2449.539,610.3676,270.3824,78.3975,69.1666,40.5289,76.519,924.7418,2647.047,2994.613,15.8219,88.1177,134.297,-12.0389,54.4603,56.093,0.1268965517,-0.01484137931,-3.588793103,N_addition
2022.17,0,0,0,0,0,0,0,0.7382,111.2447,133.6791,1301.763,10099.21,2448.314,607.0148,271.9965,76.1474,73.943,41.5202,77.2043,924.9847,2647.036,2994.648,15.8285,87.9828,134.1933,-12.0396,54.3478,56.0361,0.2741935484,1.040312903,1.17016129,N_addition
2022.25,0,0,0,0,0,0,0,0.7382,99.5943,130.4037,1297.863,10094.15,2447.088,601.9347,273.2175,72.189,76.6129,42.7135,78.1028,925.372,2647.183,2994.678,15.8603,87.7852,134.0828,-12.0371,54.2548,55.9779,0.5163333333,8.292066667,7.339166667,N_addition
2022.33,8.6743,7.8069,0.8241,0.0434,0,0,0,8.5451,91.7754,128.0927,1293.975,10089.12,2445.865,592.0732,272.6384,63.9522,70.5999,44.1944,79.5204,926.161,2647.698,2994.735,15.9595,87.4167,133.8722,-12.0348,54.1984,55.8719,0.3741935484,15.20249032,13.77177419,N_addition
2022.42,193.0589,171.3777,20.5971,1.0841,0,0,0,172.1159,101.8346,128.1981,1290.099,10084.06,2444.639,570.4254,269.5356,48.0865,55.0399,44.7477,80.0165,927.9364,2649.607,2994.85,16.2099,86.6041,133.4251,-12.0323,54.1492,55.6805,0.2343333333,18.14014667,16.68416667,N_addition
2022.5,432.6301,197.3898,77.7323,4.0912,27.615,101.2551,24.5467,198.128,144.027,131.7174,1313.817,10180.25,2467.959,550.2935,267.6895,37.0696,48.6239,43.0935,78.6054,929.3455,2651.853,2994.948,16.4249,85.8459,133.0195,-12.0298,54.0534,55.5312,0.4132258065,20.65282581,19.51612903,N_addition
2022.58,657.3976,197.6554,131.3378,6.9125,57.8686,212.1847,51.4387,198.3936,173.7167,137.5644,1340.088,10286.07,2493.611,525.4002,264.4026,27.0926,40.2925,39.6526,75.225,930.362,2653.646,2995.105,16.6596,84.937,132.4085,-12.0259,53.8875,55.2952,0.2832258065,20.37742903,19.61612903,N_addition
2022.67,835.8354,197.858,178.2046,9.3792,81.0709,297.2597,72.063,198.5963,192.249,144.1517,1359.237,10365.97,2512.983,504.1663,261.6711,21.4224,37.115,36.2593,71.1496,930.3853,2654.203,2995.258,16.8102,84.197,131.8273,-12.0218,53.6759,55.0622,0.714,16.45820667,16.20416667,N_addition
2022.75,870.3424,197.858,210.9863,11.1045,81.0709,297.2597,72.063,198.5963,199.1544,148.723,1355.165,10360.79,2511.726,489.4147,259.8707,18.7544,36.6089,34.0367,68.2658,929.8995,2653.183,2995.381,16.8813,83.6998,131.3863,-12.0182,53.4731,54.8634,0.2009677419,8.376012903,9.020967742,N_addition
2022.83,880.2563,197.858,220.4044,11.6002,81.0709,297.2597,72.063,130.2348,190.6098,148.1718,1351.105,10355.61,2510.469,524.1163,259.1833,41.5418,38.6317,33.0131,66.4907,929.398,2652.351,2995.466,14.8016,83.3905,131.0836,-12.016,53.3057,54.7233,0.298,1.542546667,3.714166667,N_addition
2022.92,880.2563,197.858,220.4044,11.6002,81.0709,297.2597,72.063,0.7362,173.3874,145.1864,1347.058,10350.43,2509.217,601.2845,260.7564,83.2372,46.5564,34.9943,66.0873,929.3232,2652.27,2995.508,11.8879,83.1815,130.936,-12.0155,53.1463,54.6548,0.3222580645,-1.039141935,-2.751612903,N_addition
2023,0,0,0,0,0,0,0,0.7362,155.0272,141.5829,1343.023,10345.25,2507.96,596.9023,263.2385,79.9564,56.7534,36.8803,66.2659,929.4178,2652.247,2995.535,11.8881,83.0249,130.8361,-12.0148,52.9812,54.6047,0.3880645161,-0.09968709677,-6.633064516,N_addition
2023.08,0,0,0,0,0,0,0,0.7362,138.4938,138.0405,1338.999,10340.07,2506.704,591.8135,265.4278,75.9988,64.8247,38.6743,66.8881,929.5948,2652.497,2995.563,11.9042,82.8399,130.7314,-12.0145,52.8359,54.5516,0.2485714286,0,-2.420535714,N_addition
2023.17,0,0,0,0,0,0,0,0.7362,123.8458,134.6171,1334.988,10334.9,2505.453,586.9608,267.255,72.3664,70.7452,40.0798,67.8186,929.8195,2652.638,2995.59,11.9245,82.6625,130.6275,-12.0129,52.71,54.4954,0.4103225806,0.4549096774,-1.228225806,N_addition
2023.25,0,0,0,0,0,0,0,0.7362,110.7393,131.2761,1330.989,10329.73,2504.202,583.1299,268.8065,69.7967,75.0409,41.0207,68.9532,930.0349,2652.414,2995.62,11.9387,82.512,130.5343,-12.0136,52.5984,54.4361,0.4983333333,9.546556667,8.529166667,N_addition
2023.33,25.6936,23.1242,2.4409,0.1285,0,0,0,23.8604,103.848,129.2475,1327.002,10324.57,2502.95,572.9286,267.8828,61.3306,67.3418,42.6094,71.2215,930.6387,2652.317,2995.684,12.042,82.1452,130.3069,-12.0116,52.5368,54.305,0.3174193548,10.68492903,9.516129032,N_addition
2023.42,137.9727,119.8043,17.26,0.9084,0,0,0,120.5405,109.5972,128.3251,1323.027,10319.42,2501.701,560.4734,266.7187,52.1399,60.2675,43.3297,72.493,931.4344,2652.999,2995.753,12.1789,81.689,130.0472,-12.0101,52.4753,54.1784,0.471,20.43645333,18.80833333,N_addition
2023.5,370.188,197.8297,72.6239,3.8223,17.2642,63.302,15.3459,198.5658,147.8188,132.3768,1336.314,10377.55,2515.793,537.7638,263.7734,38.4551,48.1959,42.2875,72.5651,932.7234,2654.25,2995.879,12.4319,80.8556,129.5565,-12.0072,52.3721,53.9615,0.405483871,21.51963548,20.24435484,N_addition
2023.58,598.1929,198.0885,126.9792,6.6831,47.9596,175.8517,42.6307,198.8247,175.4287,139.1824,1362.962,10484.89,2541.813,515.3038,260.5232,28.9842,40.179,39.501,70.1636,933.4203,2654.256,2996.038,12.6445,80.0446,128.9664,-12.0034,52.1879,53.7039,0.2864516129,21.52054516,20.60483871,N_addition
2023.67,744.0226,198.2338,172.8924,9.0996,65.4834,240.1059,58.2075,198.97,190.0665,146.6529,1376.367,10543.88,2556.114,496.4371,259.4477,23.4692,41.0927,36.7054,68.0652,933.3644,2654.86,2996.158,12.7847,79.3869,128.4961,-11.9997,51.9729,53.5087,0.2093333333,17.06896,16.77666667,N_addition
2023.75,779.3887,198.2338,206.4902,10.8679,65.4834,240.1059,58.2075,198.97,196.4694,151.7165,1372.244,10538.6,2554.839,483.583,258.2424,20.9544,40.7355,34.7817,66.6125,932.9383,2654.093,2996.271,12.8486,78.949,128.0705,-11.9967,51.7691,53.3097,0.9851612903,8.959990323,9.545967742,N_addition
2023.83,786.9377,198.2338,213.6617,11.2454,65.4834,240.1059,58.2075,139.2307,185.1745,151.3897,1368.133,10533.34,2553.56,506.7705,257.4724,38.5626,41.4101,32.8557,65.4674,932.054,2654.59,2996.358,11.196,78.4578,127.7411,-11.9949,51.6163,53.1701,0.3753333333,2.775263333,4.555833333,N_addition
2023.92,786.9377,198.2338,213.6617,11.2454,65.4834,240.1059,58.2075,0.7359,168.8836,148.5356,1364.034,10528.06,2552.286,588.5919,258.6674,83.3706,47.6369,34.3528,65.2001,931.804,2654.691,2996.406,8.2426,78.2185,127.5725,-11.9945,51.4665,53.0933,0.2661290323,-0.3843387097,-2.928225806,N_addition
2024,0,0,0,0,0,0,0,0.7359,151.3199,144.9165,1359.948,10522.8,2551.007,584.9437,260.9985,80.6965,57.0366,36.044,65.4715,931.8359,2654.486,2996.436,8.2406,78.0897,127.4727,-11.9947,51.3054,53.04,0.3551612903,-0.002861290323,-0.510483871,N_addition
2024.08,0,0,0,0,0,0,0,0.7359,135.4583,141.3558,1355.874,10517.53,2549.732,580.3336,263.0506,77.0141,64.4582,37.8027,66.1384,931.9361,2654.487,2996.467,8.2536,77.9283,127.3689,-11.9953,51.1626,52.9834,0.1903571429,-0.1871285714,-3.966071429,N_addition
2024.17,0,0,0,0,0,0,0,0.7359,121.1082,137.8442,1351.812,10512.28,2548.461,576.6625,264.8643,74.3878,70.2865,39.0228,67.0728,932.0618,2654.298,2996.494,8.2627,77.7925,127.2726,-11.9938,51.0366,52.9266,0.0435483871,1.135896774,0.8040322581,N_addition
2024.25,0,0,0,0,0,0,0,0.7359,108.2038,134.4018,1347.763,10507.01,2547.189,574.5715,266.4076,73.361,74.4811,39.6997,68.2289,932.1581,2653.694,2996.52,8.2589,77.7061,127.1816,-11.9925,50.9229,52.8646,0.15,8.97096,8.213333333,N_addition
2024.33,44.6435,40.1792,4.2411,0.2232,0,0,0,40.9151,103.3661,132.4294,1343.725,10501.77,2545.915,567.3955,265.615,67.0716,67.4484,41.2748,70.4063,932.4907,2653.165,2996.582,8.3247,77.454,126.9668,-11.991,50.8582,52.735,0.3922580645,13.11202258,11.95725806,N_addition
2024.42,192.1701,159.8474,30.7066,1.6161,0,0,0,160.5833,120.2476,132.3476,1339.7,10496.53,2544.644,554.9204,264.1797,56.8529,59.0636,42.7181,71.7945,933.1677,2653.446,2996.659,8.4567,77.0119,126.6874,-11.9894,50.7964,52.5932,0.4973333333,18.45547333,17.3325,N_addition
2024.5,373.1677,198.1935,73.8596,3.8873,17.5009,64.17,15.5564,198.9294,146.7967,135.475,1353.172,10555.44,2558.925,524.5968,261.2549,37.159,47.1435,41.7216,71.8221,934.6625,2656.826,2996.783,8.7982,75.9307,126.1557,-11.9864,50.7051,52.3861,0.3032258065,22.33851613,21.08306452,N_addition
2024.58,628.4378,198.4741,134.7306,7.0911,51.8656,190.1738,46.1027,199.2101,180.0412,142.8116,1383.433,10676.14,2588.184,504.8932,259.6025,29.0582,43.7971,39.1837,70.2504,935.0831,2657.724,2996.909,8.9692,75.2313,125.66,-11.9833,50.5222,52.1786,0.4274193548,19.30114516,18.3733871,N_addition
2024.67,784.9549,198.6361,182.9913,9.6311,70.8653,259.8396,62.9914,199.372,197.9007,149.8906,1398.248,10740.45,2603.773,485.454,257.5101,23.158,40.4353,36.2458,68.1796,934.8316,2657.49,2997.051,9.112,74.5687,125.1255,-11.9796,50.3113,51.9422,0.2606666667,14.63066,14.37666667,N_addition
2024.75,811.322,198.6361,208.04,10.9495,70.8653,259.8396,62.9914,199.372,200.4616,152.5462,1394.06,10735.09,2602.47,469.3135,255.5656,19.3744,38.1335,33.7445,66.1281,934.0528,2657.182,2997.171,9.2155,74.0444,124.6722,-11.9768,50.1311,51.7427,0.5580645161,7.936219355,8.732258065,N_addition
2024.83,819.858,198.6361,216.1492,11.3763,70.8653,259.8396,62.9914,118.6132,190.959,151.5724,1389.884,10729.73,2601.168,510.4155,255.3868,45.4,40.9031,32.7513,65.005,933.2863,2657.159,2997.246,7.0888,73.6989,124.3938,-11.9751,49.9737,51.6208,0.4076666667,5.22846,6.765833333,N_addition
2024.92,819.858,198.6361,216.1492,11.3763,70.8653,259.8396,62.9914,0.7415,174.9171,148.9955,1385.72,10724.37,2599.865,578.5852,256.2524,81.8925,45.9515,34.6745,64.7106,933.0376,2656.984,2997.297,4.797,73.454,124.2102,-11.9738,49.8258,51.5342,0.1674193548,0.9449096774,3.153225806,N_addition
2025,0,0,0,0,0,0,0,0.7415,158.4157,145.7704,1381.569,10719.01,2598.564,574.2329,257.9742,78.3664,53.197,36.52,64.9101,933.0657,2656.535,2997.334,4.8048,73.3061,124.0842,-11.9732,49.6717,51.4662,0.165483871,-1.614829032,-4.250806452,N_addition
2025.08,0,0,0,0,0,0,0,0.7415,140.7052,141.9391,1377.43,10713.65,2597.262,571.5206,260.5515,76.8796,63.0407,37.6336,65.3948,933.1214,2656.33,2997.358,4.7956,73.2012,123.9945,-11.9717,49.5074,51.4167,0.1993103448,-0.6490517241,-3.554310345,N_addition
2025.17,0,0,0,0,0,0,0,0.7415,125.2424,138.2751,1373.304,10708.3,2595.966,568.3041,262.6822,74.7405,70.2588,38.7643,66.2659,933.2162,2656.13,2997.383,4.798,73.0808,123.905,-11.9713,49.3678,51.3629,0.3558064516,-0.03010322581,-0.6701612903,N_addition
2025.25,0,0,0,0,0,0,0,0.7415,111.7157,134.7696,1369.19,10702.94,2594.672,564.2267,264.414,71.6752,75.2513,39.9378,67.4057,933.3691,2656.08,2997.406,4.8167,72.932,123.8079,-11.9695,49.249,51.3055,0.268,5.805176667,5.11,N_addition
2025.33,0,0,0,0,0,0,0,0.7415,101.6389,132.0396,1365.088,10697.58,2593.375,558.1963,264.6194,66.5938,72.6383,41.2253,69.3284,933.6358,2655.783,2997.452,4.8665,72.7197,123.6512,-11.9685,49.1717,51.2085,0.1983870968,13.71457419,12.2266129,N_addition
2025.42,127.633,114.8697,12.1251,0.6382,0,0,0,115.6112,104.2529,131.3258,1360.999,10692.22,2592.081,550.1941,263.6742,60.0384,65.3682,42.3044,71.1699,934.0389,2655.519,2997.516,4.9443,72.4381,123.4199,-11.9675,49.1106,51.0774,0.355,18.01397333,16.55416667,N_addition
2025.5,354.2565,198.586,59.0966,3.1103,16.8235,61.686,14.9542,199.3275,137.1019,134.0058,1373.731,10748.56,2605.737,535.2503,262.1589,49.0335,56.7837,42.8809,72.3604,934.833,2656.315,2997.602,5.1013,71.9079,123.0737,-11.965,49.0288,50.9128,0.3890322581,21.22815161,19.95,N_addition
