time,fcacc,rlvacc,frtjacc,frtmacc,fbracc,rlwacc,crtacc,rleavc,frootcj,frootcm,fbrchc,rlwodc,crootc,strucc(1),strucc(2),metabc(1),metabc(2),som1c(1),som1c(2),som2c(1),som2c(2),som3c,dslit,dsom2c(1),dsom2c(2),dsom3c,dsomtc,dsomsc,nppt,nstemp,natemp,Condition
2044.83,753.0624,204.3671,181.1086,9.532,64.4498,236.3161,57.2887,134.5114,169.9671,144.1617,1719.733,14548.97,3527.04,534.7953,274.2204,46.3968,51.26,40.5506,76.464,1024.944,2794.336,3013.8,-46.0197,4.9542,63.7279,-11.7826,20.4388,23.7107,0.328,0.49077,1.050833333,N_addition
2044.92,753.0624,204.3671,181.1086,9.532,64.4498,236.3161,57.2887,0.7603,154.0479,141.1577,1714.581,14541.7,3525.275,615.6232,275.5735,90.1847,56.9675,41.8439,76.2061,1025.027,2794.348,3013.846,-47.9432,4.841,63.5861,-11.7829,20.2831,23.6446,0.6448387097,-0.0136,0.124516129,N_addition
2045,0,0,0,0,0,0,0,0.7603,138.0061,137.7133,1709.445,14534.44,3523.511,609.8147,277.5621,84.8215,64.3663,43.9861,76.4172,1025.297,2794.763,3013.884,-47.9214,4.7158,63.478,-11.7836,20.1145,23.5914,0.2767741935,0,-5.955645161,N_addition
2045.08,0,0,0,0,0,0,0,0.7603,123.5133,134.3229,1704.324,14527.17,3521.748,604.9514,279.3051,80.7143,70.1308,45.4512,76.9287,1025.591,2795.123,3013.922,-47.9021,4.6069,63.3706,-11.7844,19.9657,23.534,0.1917857143,0,-1.778571429,N_addition
2045.17,0,0,0,0,0,0,0,0.7603,110.4552,130.993,1699.218,14519.9,3519.986,600.6074,280.8168,77.2711,74.4783,46.5291,77.6489,1025.895,2795.322,3013.956,-47.883,4.5049,63.269,-11.7851,19.8366,23.4757,0.3409677419,0,-1.000806452,N_addition
2045.25,0,0,0,0,0,0,0,0.7603,98.734,127.7326,1694.128,14512.63,3518.227,595.6501,282.0927,73.3017,77.508,47.4954,78.5108,1026.274,2795.575,3013.994,-47.8555,4.388,63.1657,-11.7859,19.7246,23.415,0.3803333333,5.01997,5.748333333,N_addition
2045.33,0,0,0,0,0,0,0,0.7603,89.3401,124.964,1689.053,14505.37,3516.469,589.9697,282.3797,68.6861,75.6348,48.2968,79.7376,1026.731,2795.548,3014.039,-47.8174,4.2563,63.0331,-11.7863,19.6624,23.3334,0.2519354839,11.76995806,10.44354839,N_addition
2045.42,101.1859,91.0673,9.6127,0.5059,0,0,0,91.8277,91.2634,123.7811,1683.993,14498.11,3514.713,579.706,280.6375,60.298,64.9302,48.9847,80.9642,1027.561,2795.79,3014.12,-47.7301,4.0241,62.7732,-11.7861,19.6693,23.1922,0.1116666667,19.20032667,17.62666667,N_addition
2045.5,345.7945,204.2859,61.8277,3.2541,13.7568,50.4416,12.2283,205.0463,130.0862,126.8384,1692.698,14541.31,3525.183,574.1993,280.4493,56.7762,62.4247,49.081,81.3118,1028.036,2795.657,3014.177,-47.6934,3.893,62.5883,-11.7859,19.6033,23.0968,0.3051612903,20.33877097,19.04193548,N_addition
2045.58,594.2268,204.4393,121.2269,6.3804,47.1924,173.039,41.9488,205.1996,166.8503,132.8075,1721.015,14656.61,3553.135,560.611,279.8994,48.2817,59.3371,48.5485,80.9644,1029.113,2796.621,3014.27,-47.5915,3.5786,62.2684,-11.7857,19.4947,22.9524,0.3803225806,19.0468871,18.24596774,N_addition
2045.67,773.7886,204.5468,164.24,8.6442,71.3444,261.596,63.4172,205.3071,184.282,138.4216,1739.973,14737.82,3572.822,539.2911,277.1317,36.878,48.7349,46.2969,79.547,1030.422,2797.825,3014.422,-47.4241,3.1019,61.7457,-11.7851,19.4163,22.7248,0.076,14.86290333,14.58333333,N_addition
2045.75,820.2968,204.5645,189.7274,9.9857,74.8834,274.5727,66.5631,205.3248,187.7804,141.3894,1738.291,14743.41,3574.181,528.0159,277.9421,32.7772,53.3335,44.6043,78.5477,1030.854,2799.413,3014.485,-47.3595,2.8525,61.5087,-11.7853,19.2517,22.6332,0.1683870968,7.491912903,8.314516129,N_addition
2045.83,829.5561,204.5645,198.5238,10.4486,74.8834,274.5727,66.5631,134.6472,179.9553,140.4982,1733.084,14736.05,3572.395,567.5543,277.9319,56.0068,53.8746,44.0221,77.9583,1031.031,2798.93,3014.558,-48.5864,2.7175,61.2858,-11.7855,19.1332,22.5285,0.3763333333,1.353403333,1.481666667,N_addition
2045.92,829.5561,204.5645,198.5238,10.4486,74.8834,274.5727,66.5631,0.7611,163.2367,137.5948,1727.892,14728.7,3570.608,646.9058,279.3791,98.1204,59.7362,45.6242,77.799,1031.418,2799.269,3014.604,-50.3405,2.5685,61.1379,-11.7857,18.9714,22.4603,0.1980645161,-0.8554967742,-1.32016129,N_addition
2046,0,0,0,0,0,0,0,0.7611,145.7378,134.1339,1722.716,14721.34,3568.822,642.5754,281.66,94.2848,68.1983,47.3409,78.0711,1031.804,2799.323,3014.637,-50.3308,2.4668,61.0421,-11.7857,18.7873,22.4099,0.4387096774,-0.09231290323,-2.268548387,N_addition
2046.08,0,0,0,0,0,0,0,0.7611,130.1798,130.7745,1717.555,14713.99,3567.035,637.8483,283.5912,90.0685,74.4886,48.8827,78.6974,1032.269,2799.595,3014.672,-50.3147,2.3561,60.9382,-11.7858,18.6284,22.3522,0.2403571429,0,-0.4375,N_addition
2046.17,0,0,0,0,0,0,0,0.7611,116.3854,127.5248,1712.41,14706.63,3565.251,633.2654,285.1839,86.1041,78.8738,50.1157,79.5531,1032.76,2799.688,3014.706,-50.2939,2.2487,60.8394,-11.7865,18.4959,22.2925,0.4396774194,2.181925806,2.055645161,N_addition
2046.25,0,0,0,0,0,0,0,0.7611,104.1622,124.397,1707.28,14699.27,3563.47,628.1079,286.4253,81.6427,81.3513,51.1982,80.5993,1033.346,2799.888,3014.744,-50.2654,2.1256,60.7332,-11.7867,18.3862,22.2275,0.2203333333,8.49424,7.690833333,N_addition
2046.33,40.4167,36.375,3.8396,0.2021,0,0,0,37.1361,99.4087,122.5918,1702.166,14691.92,3561.69,618.2738,285.3656,72.6244,72.7362,52.4487,82.2692,1034.464,2800.218,3014.813,-50.189,1.9024,60.5122,-11.7863,18.3755,22.0993,0.1906451613,15.9052,14.54274194,N_addition
2046.42,232.519,192.0883,38.4091,2.0215,0,0,0,192.8494,123.4058,123.6887,1697.067,14684.56,3559.912,604.8378,284.4029,61.6466,66.2981,52.888,82.9039,1036.021,2801.585,3014.883,-50.0793,1.5936,60.2663,-11.7867,18.3448,21.9798,0.643,17.47933,16.2175,N_addition
2046.5,393.9494,204.5294,76.8942,4.0471,19.5262,71.596,17.3566,205.2905,145.4771,126.6072,1711.485,14748.8,3575.486,582.7726,281.2611,46.8066,52.6717,51.3742,82.0916,1038.384,2802.946,3015.018,-49.8992,1.0881,59.8072,-11.7863,18.3368,21.7762,0.1370967742,21.11788065,19.82822581,N_addition
2046.58,641.3174,204.6752,135.9803,7.1569,52.8309,193.7134,46.9608,205.4363,178.8367,133.4568,1739.614,14863.52,3603.295,565.3851,282.2882,38.3568,57.8639,48.9786,81.0635,1039.89,2806.172,3015.082,-49.7822,0.6961,59.5319,-11.7863,18.155,21.6774,0.1206451613,20.98732581,20.1266129,N_addition
2046.67,773.7514,204.7432,182.8035,9.6212,67.7851,248.5451,60.2534,205.5043,195.2023,140.8273,1749.323,14910.9,3614.781,552.705,283.9911,34.0221,64.3661,46.9179,80.905,1040.717,2808.234,3015.144,-49.7207,0.4146,59.2902,-11.7864,17.9442,21.5748,0.1633333333,16.22289,15.9375,N_addition
2046.75,805.5124,204.7432,212.9764,11.2093,67.7851,248.5451,60.2534,205.5043,199.5931,145.262,1744.083,14903.46,3612.972,537.6726,285.4908,29.0539,68.2912,44.4519,81.7052,1041.327,2811.294,3015.198,-49.637,0.0988,59.0468,-11.7858,17.7638,21.4649,0.2516129032,8.293445161,9.145967742,N_addition
2046.83,808.9724,204.7432,216.2634,11.3823,67.7851,248.5451,60.2534,153.4474,185.6749,144.2823,1738.858,14896.01,3611.163,563.6321,284.7666,45.457,63.116,43.5226,82.23,1041.518,2810.859,3015.291,-50.57,-0.0595,58.77,-11.7861,17.683,21.3183,0.1866666667,1.78976,3.176666667,N_addition
2046.92,808.9724,204.7432,216.2634,11.3823,67.7851,248.5451,60.2534,0.7584,168.9571,141.3822,1733.649,14888.57,3609.36,657.192,286.046,96.5274,67.2005,44.699,82.4351,1041.773,2810.734,3015.34,-52.6766,-0.1624,58.6198,-11.7853,17.5349,21.241,0.1106451613,0.9536709677,0.6459677419,N_addition
2047,0,0,0,0,0,0,0,0.7584,152.6473,138.2364,1728.456,14881.13,3607.558,653.3239,287.6668,93.3095,72.3232,46.2844,82.8515,1042.085,2810.59,3015.383,-52.6708,-0.2479,58.4974,-11.7856,17.3814,21.1739,0.4632258065,-0.4410322581,-5.237903226,N_addition
2047.08,0,0,0,0,0,0,0,0.7584,136.2277,134.7466,1723.278,14873.68,3605.757,647.7893,289.7563,88.4375,78.9917,48.1275,83.4787,1042.581,2811.22,3015.417,-52.6517,-0.3687,58.3857,-11.7853,17.213,21.1146,0.2221428571,0,-2.090178571,N_addition
2047.17,0,0,0,0,0,0,0,0.7584,121.8371,131.4091,1718.116,14866.24,3603.952,643.353,291.4236,84.8668,83.363,49.3588,84.354,1043.029,2811.414,3015.451,-52.6366,-0.4688,58.2805,-11.786,17.0753,21.0517,0.3809677419,0.9056322581,1.062903226,N_addition
2047.25,0,0,0,0,0,0,0,0.7584,109.0035,128.1643,1712.969,14858.81,3602.151,638.4027,292.7998,80.8397,86.1643,50.4625,85.3759,1043.562,2811.629,3015.489,-52.6132,-0.5822,58.1769,-11.7867,16.9602,20.9876,0.042,7.85487,7.070833333,N_addition
2047.33,16.9,15.21,1.6055,0.0845,0,0,0,15.9684,101.5333,125.9938,1707.838,14851.38,3600.349,634.0271,292.1354,77.2589,78.8616,51.2337,86.9837,1044.052,2811.152,3015.552,-52.5889,-0.6828,57.991,-11.7867,16.9414,20.8712,0.1980645161,15.46847742,14.11370968,N_addition
2047.42,209.5293,181.7426,26.3974,1.3893,0,0,0,182.501,116.1564,126.3158,1702.722,14843.96,3598.548,622.7231,290.4458,67.5876,67.9435,52.3825,87.9055,1045.315,2811.853,3015.637,-52.5024,-0.9314,57.7048,-11.7862,16.9471,20.7233,0.131,20.64825667,19.02416667,N_addition
2047.5,481.2594,204.7598,91.4701,4.8142,32.4388,118.9421,28.8344,205.5182,161.3109,131.7784,1730.018,14955.46,3625.577,614.7411,291.8773,62.1438,72.0225,52.6943,88.2416,1046.269,2813.178,3015.677,-52.4551,-1.117,57.554,-11.7861,16.807,20.6536,0.0864516129,23.2978871,21.9483871,N_addition
2047.58,738.2709,204.9099,153.603,8.0844,66.9013,245.3046,59.4678,205.6683,191.5548,140.5657,1759.25,15074.32,3654.391,599.0684,292.5563,52.488,72.4232,52.1057,88.2393,1048.038,2815.4,3015.769,-52.3568,-1.473,57.2204,-11.7864,16.637,20.5046,0.2464516129,20.02856774,19.17903226,N_addition
2047.67,896.2079,204.9961,199.6003,10.5053,86.5991,317.5301,76.977,205.7545,204.6456,148.3973,1773.64,15138.99,3670.07,578.8861,292.0143,41.7469,65.3444,50.1231,89.1168,1049.999,2817.99,3015.892,-52.2204,-1.9189,56.7801,-11.7862,16.5124,20.2929,0.8216666667,17.48232,17.20666667,N_addition
2047.75,925.668,204.9961,227.5875,11.9783,86.5991,317.5301,76.977,205.7545,203.9853,153.4448,1768.327,15131.43,3668.236,558.0322,289.447,32.9427,54.2075,47.0456,87.3698,1051.436,2819.546,3016.054,-52.0845,-2.3589,56.2426,-11.7864,16.44,20.0627,0.3161290323,8.589922581,9.65,N_addition
2047.83,928.9965,204.9961,230.7495,12.1447,86.5991,317.5301,76.977,143.9782,189.2464,152.4991,1763.03,15123.86,3666.404,583.3975,288.5757,49.0366,52.2045,45.4049,85.5209,1052.088,2820.837,3016.153,-53.1001,-2.6502,55.9155,-11.7871,16.3399,19.9351,0.288,3.963903333,5.82,N_addition
2047.92,928.9965,204.9961,230.7495,12.1447,86.5991,317.5301,76.977,76.1026,173.065,149.8651,1757.748,15116.3,3664.573,619.067,289.2382,68.1755,55.6295,46.2521,84.5788,1052.541,2821.333,3016.214,-54.086,-2.8132,55.7185,-11.7867,16.2025,19.8546,0.1803225806,-0.4776258065,-1.358870968,N_addition
2048,0,0,0,0,0,0,0,0.761,155.6618,146.3483,1752.483,15108.73,3662.742,662.3873,291.2698,90.5057,63.6732,48.0713,84.3391,1053.002,2821.662,3016.252,-55.0162,-2.9258,55.5997,-11.7872,16.0198,19.8013,0.2864516129,-1.487167742,-6.42016129,N_addition
2048.08,0,0,0,0,0,0,0,0.761,138.2475,142.4991,1747.233,15101.18,3660.91,657.9993,293.6726,87.2189,72.4728,49.4045,84.5206,1053.45,2822.034,3016.282,-55.0077,-3.0248,55.5009,-11.7867,15.8299,19.7527,0.2937931034,-0.07963103448,-1.83362069,N_addition
2048.17,0,0,0,0,0,0,0,0.761,123.3124,138.8857,1741.999,15093.63,3659.082,653.0966,295.5326,83.3701,78.2881,50.6201,85.0659,1053.98,2822.507,3016.317,-54.9906,-3.1342,55.3947,-11.7875,15.6766,19.6954,0.2461290323,2.254322581,3.42016129,N_addition
2048.25,0,0,0,0,0,0,0,0.761,110.8259,135.6141,1736.78,15086.09,3657.25,648.426,296.6628,79.7648,80.3757,51.5485,85.9258,1054.514,2822.506,3016.359,-54.9698,-3.2389,55.2845,-11.7879,15.57,19.6289,0.3306666667,6.417153333,5.910833333,N_addition
2048.33,0,0,0,0,0,0,0,0.761,101.4968,133.1357,1731.577,15078.56,3655.419,638.9438,296.1878,71.6568,75.0671,52.7353,87.0007,1055.585,2823.179,3016.419,-54.903,-3.4425,55.09,-11.7881,15.5359,19.5226,0.2219354839,14.26299355,12.84193548,N_addition
2048.42,118.0318,106.2286,11.213,0.5902,0,0,0,106.9896,103.1757,132.4043,1726.39,15071.02,3653.595,622.494,293.4281,58.8145,60.8119,53.2089,87.2972,1057.455,2824.418,3016.527,-54.7723,-3.7957,54.726,-11.7882,15.5707,19.3481,0.3976666667,18.71816333,17.26333333,N_addition
2048.5,309.3257,204.9004,52.0122,2.7375,8.9416,32.7859,7.9481,205.6614,129.9905,134.7684,1730.156,15096.28,3659.718,601.7468,290.684,45.7428,50.7333,51.7573,85.4209,1059.628,2826.905,3016.646,-54.6101,-4.2404,54.2939,-11.788,15.5547,19.1783,0.4103225806,19.21099355,18.03145161,N_addition
2048.58,519.1469,205.0231,102.1347,5.3755,37.1904,136.3649,33.0582,205.7841,158.8792,139.5789,1753.174,15192.28,3682.992,578.6913,289.8445,34.7443,48.8498,48.6385,83.8107,1061.5,2830.434,3016.742,-54.4443,-4.719,53.9251,-11.7879,15.4453,19.0418,0.315483871,19.20780645,18.47016129,N_addition
2048.67,694.2908,205.1159,143.8879,7.573,60.7885,222.8911,54.0342,205.877,177.0664,144.3996,1771.486,15271.19,3702.123,554.3155,286.2561,26.2206,40.9528,44.5112,79.5546,1062.561,2832.24,3016.904,-54.2892,-5.1945,53.367,-11.7877,15.3701,18.8383,0.3343333333,14.37592667,14.11333333,N_addition
2048.75,728.2142,205.1229,170.1612,8.9559,61.9154,227.023,55.0359,199.0898,181.8674,147.2046,1767.303,15267.67,3701.272,540.8575,283.5297,24.2079,37.6999,41.4554,75.5626,1062.658,2832.592,3017.041,-54.3363,-5.5216,52.9183,-11.7875,15.2674,18.6757,0.1719354839,8.453351613,9.308870968,N_addition
2048.83,728.2142,205.1229,170.1612,8.9559,61.9154,227.023,55.0359,143.9103,166.6553,145.69,1762.009,15260.04,3699.423,568.2123,282.7112,41.4483,39.1884,40.9584,73.4208,1062.597,2831.927,3017.124,-55.349,-5.6691,52.6704,-11.7874,15.1528,18.5796,0.2163333333,1.919553333,3.005833333,N_addition
2048.92,728.2142,205.1229,170.1612,8.9559,61.9154,227.023,55.0359,0.7607,151.5009,142.8068,1756.731,15252.43,3697.575,654.2628,283.6809,88.61,45.3942,42.189,72.5065,1062.698,2831.855,3017.171,-57.3893,-5.7827,52.5204,-11.7868,14.9944,18.5184,0.3280645161,-2.255164516,-5.574193548,N_addition
2049,0,0,0,0,0,0,0,0.7607,134.2382,138.9778,1751.468,15244.8,3695.728,650.6851,286.1535,86.1982,55.7689,43.6579,72.4312,1062.875,2831.943,3017.197,-57.3892,-5.8543,52.4368,-11.7867,14.7885,18.4789,0,-0.0003032258065,-4.248387097,N_addition
2049.08,0,0,0,0,0,0,0,0.7607,119.9811,135.5157,1746.221,15237.17,3693.881,647.9478,287.8572,84.5224,62.3149,44.6926,72.7402,1063.042,2831.616,3017.227,-57.3895,-5.9151,52.3492,-11.7873,14.6321,18.4291,0.08714285714,-0.2678607143,-3.828571429,N_addition
2049.17,0,0,0,0,0,0,0,0.7607,107.1553,132.1173,1740.99,15229.54,3692.036,644.2969,289.3256,81.8618,67.3607,45.869,73.2947,1063.282,2831.502,3017.261,-57.3808,-5.99,52.2584,-11.788,14.495,18.3754,0.5529032258,-0.1032741935,-1.030645161,N_addition
2049.25,0,0,0,0,0,0,0,0.7607,95.6825,128.7981,1735.775,15221.94,3690.189,639.6702,290.5576,78.2584,71.0221,47.0998,74.0291,1063.616,2831.523,3017.291,-57.3611,-6.0828,52.1664,-11.7886,14.3773,18.3197,0.1066666667,7.19748,7.25,N_addition
2049.33,3.188,2.8692,0.3029,0.0159,0,0,0,3.6299,87.2231,126.2793,1730.575,15214.32,3688.343,636.4479,290.2021,75.9297,67.3371,47.8354,75.312,1063.874,2830.402,3017.343,-57.3464,-6.1508,52.0276,-11.7883,14.3344,18.2268,0.1609677419,14.76513548,13.40645161,N_addition
2049.42,164.8519,147.3682,16.6096,0.8742,0,0,0,148.1288,94.4868,126.0589,1725.39,15206.72,3686.497,626.8953,288.9992,67.8802,60.8989,49.3657,76.2174,1064.651,2830.57,3017.407,-57.2765,-6.3399,51.8145,-11.7883,14.3135,18.1107,0.511,20.31247667,18.83,N_addition
2049.5,390.9562,205.0856,70.5195,3.7116,20.0951,73.6822,17.8623,205.8462,133.2262,129.6418,1740.3,15272.79,3702.512,606.7045,285.9347,53.1184,49.4605,50.222,75.8863,1066.364,2831.38,3017.528,-57.1193,-6.745,51.4036,-11.7884,14.2985,17.919,0.2283870968,19.60210645,18.21370968,N_addition
2049.58,631.7261,205.2195,127.9818,6.7359,52.522,192.5807,46.6862,205.9802,168.4254,135.3055,1767.468,15384.03,3729.478,585.1989,282.7114,41.1926,41.9775,48.7737,73.4934,1067.979,2831.95,3017.671,-56.9646,-7.1786,50.919,-11.7877,14.2211,17.7191,0.1725806452,21.9999871,21.17580645,N_addition
2049.67,810.1744,205.3177,175.1499,9.2184,75.6879,277.5225,67.2781,206.0783,185.0925,142.7485,1785.3,15461.26,3748.199,572.759,282.292,36.7739,45.4091,47.2741,71.5309,1068.716,2831.441,3017.775,-56.9067,-7.4329,50.5894,-11.7877,14.0315,17.5823,0.3553333333,16.13414333,15.82,N_addition
2049.75,841.5153,205.3177,204.9236,10.7855,75.6879,277.5225,67.2781,206.0783,189.9878,146.9344,1779.952,15453.52,3746.324,555.4208,281.8062,30.3919,45.9702,45.0157,71.0205,1069.379,2832.741,3017.865,-56.8019,-7.7686,50.2628,-11.7873,13.876,17.4364,0.06935483871,9.199445161,10.18629032,N_addition
2049.83,855.7486,205.3177,218.4453,11.4971,75.6879,277.5225,67.2781,186.9585,186.1575,146.7677,1774.62,15445.8,3744.455,559.7032,280.8847,35.36,45.421,43.8462,70.1869,1069.532,2831.644,3017.951,-57.1361,-7.9228,49.9987,-11.7869,13.7614,17.3121,0.092,3.944253333,5.885,N_addition
2049.92,855.7486,205.3177,218.4453,11.4971,75.6879,277.5225,67.2781,0.7555,170.0995,144.0783,1769.304,15438.08,3742.58,672.5062,281.7937,97.294,50.5368,44.7984,69.9358,1069.783,2831.726,3018.002,-59.7875,-8.0589,49.8334,-11.7866,13.6014,17.235,0.1448387097,1.07356129,1.186290323,N_addition
2050,0,0,0,0,0,0,0,0.7555,153.9956,140.9627,1764.004,15430.36,3740.711,667.3922,283.3091,92.7674,57.0719,46.8072,70.0906,1070.147,2831.487,3018.042,-59.7735,-8.1584,49.715,-11.7868,13.4316,17.1729,0.1738709677,-0.379583871,-0.7725806452,N_addition
2050.08,0,0,0,0,0,0,0,0.7555,137.627,137.4481,1758.719,15422.64,3738.842,662.6606,285.3842,88.9244,64.9545,48.4082,70.5872,1070.55,2831.504,3018.072,-59.7612,-8.2569,49.622,-11.7874,13.2486,17.1199,0.2032142857,-0.0936,-1.005357143,N_addition
2050.17,0,0,0,0,0,0,0,0.7555,122.9072,133.9997,1753.451,15414.92,3736.975,658.2146,287.182,85.4565,71.0382,49.6787,71.3856,1070.972,2831.46,3018.101,-59.7473,-8.3505,49.5326,-11.7869,13.0909,17.0644,0.2806451613,1.29256129,1.263709677,N_addition
2050.25,0,0,0,0,0,0,0,0.7555,110.3251,130.7905,1748.198,15407.21,3735.106,652.7672,288.4423,80.9997,74.3597,50.9101,72.4603,1071.517,2831.531,3018.135,-59.7202,-8.4637,49.4313,-11.7873,12.9672,16.9994,0.3316666667,8.506493333,7.701666667,N_addition
2050.33,15.8058,14.2253,1.5016,0.079,0,0,0,14.9808,102.1903,128.7645,1742.961,15399.51,3733.238,640.1768,287.4799,70.0304,67.3226,52.5816,74.3661,1072.806,2832.07,3018.2,-59.6273,-8.7194,49.2136,-11.7868,12.9395,16.8686,0.4,12.74871613,11.37580645,N_addition
2050.42,175.4318,145.9002,28.055,1.4766,0,0,0,146.6557,119.2542,128.5983,1737.74,15391.82,3731.369,627.5042,286.2414,60.403,60.6777,53.0459,75.3639,1074.147,2832.751,3018.271,-59.5305,-8.981,48.9784,-11.7868,12.914,16.7432,0.3876666667,17.9955,16.42833333,N_addition
2050.5,396.2943,205.2754,80.7197,4.2484,19.0891,69.9935,16.9681,206.031,155.6833,132.0913,1751.61,15454.1,3746.469,600.7819,283.8873,43.6304,51.3506,51.2945,75.4666,1076.696,2835.903,3018.381,-59.3214,-9.526,48.5573,-11.7868,12.8699,16.5535,0.2158064516,21.6269871,20.32258065,N_addition
2050.58,645.0067,205.414,140.1359,7.3756,52.5746,192.7736,46.733,206.1695,186.9424,139.5206,1779.797,15569.13,3774.352,585.7623,284.52,37.3918,54.2615,49.3467,75.4844,1077.842,2837.47,3018.456,-59.236,-9.8322,48.2806,-11.7867,12.6894,16.4264,0.2403225806,21.26636774,20.36693548,N_addition
2050.67,803.6303,205.4937,192.3287,10.1226,71.2234,261.1524,63.3097,206.2492,204.4678,148.2978,1793.075,15629.7,3789.038,564.3607,282.9117,29.9584,50.1614,46.0385,74.6763,1078.878,2838.373,3018.6,-59.1167,-10.2471,47.8002,-11.7871,12.5296,16.2069,0.295,17.39755667,17.1075,N_addition
2050.75,838.015,205.4937,224.9941,11.8418,71.2234,261.1524,63.3097,206.2492,209.3577,153.2954,1787.703,15621.88,3787.141,547.4775,283.0058,25.4023,51.5137,43.3481,74.5345,1079.158,2840.161,3018.689,-59.0354,-10.5571,47.4758,-11.787,12.3549,16.0591,0.2167741935,6.799745161,7.514516129,N_addition
2050.83,843.8893,205.4937,230.5747,12.1355,71.2234,261.1524,63.3097,114.9926,195.6222,152.5805,1782.348,15614.07,3785.249,594.7729,282.5487,54.8061,51.4634,42.0297,73.9615,1079.101,2840.36,3018.776,-60.6767,-10.7618,47.195,-11.7873,12.2239,15.9299,0.1966666667,1.202443333,2.059166667,N_addition
2050.92,843.8893,205.4937,230.5747,12.1355,71.2234,261.1524,63.3097,0.7687,177.258,149.2855,1777.008,15606.28,3783.359,663.2663,284.3965,91.7728,59.144,43.7682,74.0405,1079.273,2840.185,3018.817,-62.2556,-10.8567,47.0684,-11.7875,12.0299,15.8652,0.3483870968,-0.8092870968,-2.930645161,N_addition
2051,0,0,0,0,0,0,0,0.7687,158.3612,145.5521,1771.685,15598.47,3781.467,658.4841,286.928,88.0993,68.697,45.6126,74.4996,1079.542,2840.33,3018.848,-62.25,-10.9486,46.9735,-11.7881,11.8167,15.8121,0.264516129,0,-8.721774194,N_addition
2051.08,0,0,0,0,0,0,0,0.7687,141.6415,141.9485,1766.378,15590.66,3779.575,653.7944,289.046,84.5657,75.7439,47.1309,75.3436,1079.857,2840.579,3018.878,-62.2398,-11.0416,46.8721,-11.7877,11.6357,15.7514,0.2985714286,0,-6.446428571,N_addition
2051.17,0,0,0,0,0,0,0,0.7687,126.6687,138.4299,1761.086,15582.86,3777.688,648.6179,290.8519,80.5972,80.9306,48.5039,76.4393,1080.251,2840.919,3018.912,-62.2209,-11.1455,46.7708,-11.7884,11.4807,15.6871,0.3351612903,1.642074194,0.8016129032,N_addition
2051.25,0,0,0,0,0,0,0,0.7687,113.669,135.1158,1755.811,15575.08,3775.8,643.2457,292.1604,76.5028,83.4541,49.6397,77.8109,1080.699,2841.075,3018.946,-62.1961,-11.2539,46.6655,-11.787,11.3616,15.6168,0.3256666667,5.755263333,5.059166667,N_addition
2051.33,0,0,0,0,0,0,0,0.7687,103.3179,132.3878,1750.551,15567.29,3773.91,635.7197,292.2754,70.5109,80.0919,50.735,79.6429,1081.351,2841.412,3018.995,-62.1471,-11.4042,46.5079,-11.787,11.303,15.5147,0.4712903226,12.64002581,11.36935484,N_addition
2051.42,107.6962,96.9266,10.2311,0.5385,0,0,0,97.6953,104.3014,131.4431,1745.307,15559.51,3772.025,617.9379,290.0118,56.8394,66.4261,51.5883,81.5293,1082.911,2842.931,3019.091,-62.0034,-11.754,46.1866,-11.7876,11.3331,15.3377,0.513,18.26200667,16.88,N_addition
2051.5,305.5511,205.3805,55.0187,2.8957,7.6061,27.8891,6.761,206.1493,135.462,133.8507,1747.683,15579.62,3776.903,596.9307,286.8646,44.0243,52.9642,50.3498,81.1657,1084.586,2844.377,3019.217,-61.8356,-12.1693,45.7679,-11.7882,11.3512,15.1455,0.12,21.55944839,20.35564516,N_addition
2051.58,564.2894,205.5198,116.8545,6.1502,42.4377,155.6048,37.7224,206.2885,172.0339,140.5744,1777.226,15699.51,3805.969,580.2376,289.0409,36.6758,61.569,48.3849,81.0811,1085.631,2848.345,3019.252,-61.7254,-12.497,45.5754,-11.7884,11.137,15.0736,0.2819354839,21.12749032,20.39919355,N_addition
2051.67,745.9678,205.6161,160.2902,8.4363,66.8925,245.2726,59.46,206.3849,185.5172,147.515,1796.325,15781.31,3825.799,558.2381,287.7663,28.9378,56.7667,45.0628,80.3583,1086.371,2850.812,3019.38,-61.5891,-12.9079,45.1245,-11.7881,11.009,14.8761,0.4673333333,15.93270667,15.64583333,N_addition
2051.75,775.1954,205.6194,187.0333,9.8439,67.0858,245.9812,59.6318,206.3882,188.995,150.8839,1791.136,15774.14,3824.059,535.7881,285.6075,22.4559,49.5998,41.5327,79.1615,1086.281,2853.316,3019.511,-61.4512,-13.2957,44.6613,-11.7884,10.9244,14.6786,0.4664516129,7.140609677,8.086290323,N_addition
2051.83,776.1052,205.6194,187.8976,9.8893,67.0858,245.9812,59.6318,115.07,173.8253,149.3041,1785.771,15766.26,3822.144,583.2125,285.0339,50.7818,49.3418,41.0848,77.9718,1086.047,2853.877,3019.594,-63.111,-13.4873,44.3968,-11.7887,10.8175,14.5685,0.269,2.958216667,5.048333333,N_addition
2051.92,776.1052,205.6194,187.8976,9.8893,67.0858,245.9812,59.6318,0.7693,158.4937,146.4874,1780.421,15758.38,3820.233,649.3075,285.8961,86.4134,53.7803,42.662,77.4433,1086.088,2854.186,3019.647,-64.7062,-13.617,44.2326,-11.789,10.6711,14.4967,0.5016129032,-1.598387097,-1.488709677,N_addition
