time,fcacc,rlvacc,frtjacc,frtmacc,fbracc,rlwacc,crtacc,rleavc,frootcj,frootcm,fbrchc,rlwodc,crootc,strucc(1),strucc(2),metabc(1),metabc(2),som1c(1),som1c(2),som2c(1),som2c(2),Condition,som3c,dslit,dsom2c(1),dsom2c(2),dsom3c,dsomtc,dsomsc,nppt,nstemp,natemp
2017.42,205.4364,178.2046,25.8702,1.3616,0,0,0,178.913,94.1927,176.5937,908.9352,8010.136,1941.87,428.9118,216.4317,38.8291,35.1272,34.1224,60.342,734.1935,2476.366,SW,2992.677,32.3129,105.0421,142.8457,-12.0777,57.1711,57.8135,0.131,25.64825667,19.02416667
2017.5,239.3466,191.5803,39.3309,2.07,1.1458,4.2011,1.0185,192.2888,88.674,177.4221,907.3581,8010.338,1941.917,422.3514,219.3781,35.5677,41.3003,33.8016,60.184,734.4788,2476.709,SW,2992.709,32.3683,104.7002,142.7095,-12.0757,57.0598,57.7583,0.0864516129,28.2978871,21.9483871
2017.58,366.9998,191.5803,80.2679,4.2246,16.3669,60.0118,14.5483,192.2888,102.816,181.035,919.8288,8062.125,1954.472,409.9423,221.424,29.9245,45.4588,32.5302,59.6067,734.8342,2476.673,SW,2992.786,32.4738,104.0814,142.4137,-12.0724,56.88,57.6268,0.2464516129,25.02856774,19.17903226
2017.67,462.108,191.5803,116.6305,6.1384,26.5966,97.5207,23.6414,192.2888,113.8775,184.295,927.2882,8095.599,1962.587,393.3559,221.4198,23.1072,41.0639,30.3537,60.3135,734.8671,2476.295,SW,2992.895,32.6285,103.2987,142.0068,-12.068,56.694,57.4306,0.8216666667,22.48232,17.20666667
2017.75,491.0653,191.5803,144.14,7.5863,26.5966,97.5207,23.6414,192.2888,117.6872,187.0745,924.5104,8091.556,1961.606,375.6261,218.5125,17.5834,33.6493,27.5888,58.9052,734.2033,2474.089,SW,2993.047,32.7767,102.5106,141.4775,-12.063,56.4662,57.1627,0.3161290323,13.58992258,9.65
2017.83,494.3369,191.5803,147.248,7.7499,26.5966,97.5207,23.6414,134.5554,107.5749,186.0394,921.7408,8087.514,1960.626,398.4278,215.9883,31.9222,29.7171,26.2099,56.8568,733.1863,2472.817,SW,2993.154,31.063,101.8841,141.094,-12.0594,56.3074,56.9801,0.288,8.93912,5.82
2017.92,494.3369,191.5803,147.248,7.7499,26.5966,97.5207,23.6414,71.1221,98.2387,183.5457,918.9796,8083.471,1959.644,430.5239,214.7371,47.0142,29.2118,27.7312,55.4068,732.7938,2471.575,SW,2993.226,29.5331,101.4951,140.8436,-12.0572,56.1842,56.8554,0.1803225806,4.42456129,-1.358870968
2018,0,0,0,0,0,0,0,0.7112,90.0549,180.2197,916.2266,8079.43,1958.664,470.049,214.7266,64.1592,31.6051,30.3217,54.6757,732.8787,2470.806,SW,2993.272,28.1816,101.2117,140.6906,-12.0559,56.0873,56.778,0.2864516129,3.512832258,-6.42016129
2018.08,0,0,0,0,0,0,0,0.7112,82.1609,176.6189,913.4819,8075.388,1957.684,464.1453,215.0915,58.7309,34.5507,31.9789,54.3126,733.0609,2470.289,SW,2993.309,28.2299,100.9492,140.5621,-12.0546,55.9995,56.7137,0.2937931034,4.920368966,-1.83362069
2018.17,0,0,0,0,0,0,0,0.7112,75.1195,173.1951,910.7454,8071.353,1956.707,457.7419,215.182,53.2476,36.095,33.2008,54.1451,733.331,2469.81,SW,2993.348,28.2899,100.6567,140.4252,-12.0534,55.9173,56.6447,0.2461290323,7.258464516,3.42016129
2018.25,0,0,0,0,0,0,0,0.7112,68.8051,170.0362,908.0172,8067.313,1955.729,451.7985,214.791,48.6087,35.8027,33.8902,54.0387,733.6225,2468.583,SW,2993.393,28.3494,100.3799,140.2798,-12.052,55.8331,56.5601,0.3306666667,11.46549,5.910833333
2018.33,0,0,0,0,0,0,0,0.7112,62.984,167.5,905.297,8063.285,1954.751,440.5027,213.078,40.3098,31.782,34.2395,53.5318,734.183,2467.373,SW,2993.464,28.479,99.8619,140.0411,-12.0505,55.7367,56.4357,0.2219354839,19.52874839,12.84193548
2018.42,116.0036,104.4032,11.0203,0.58,0,0,0,105.1144,65.7938,166.2668,902.5851,8059.258,1953.775,423.2587,209.5467,30.0031,24.9405,33.0987,51.5754,734.8679,2465.106,SW,2993.576,28.6816,99.0756,139.6408,-12.0464,55.5835,56.2319,0.3976666667,23.71816333,17.26333333
2018.5,303.0684,191.2784,57.1759,3.0093,9.2889,34.0592,8.2568,191.9896,98.0198,168.0532,909.1651,8089.286,1961.054,404.4796,207.1344,21.9634,23.6527,30.5392,48.9548,735.0789,2463.64,SW,2993.685,28.8787,98.2419,139.2336,-12.0426,55.4013,56.0417,0.4103225806,24.21099355,18.03145161
2018.58,425.7104,191.4522,102.915,5.4166,22.6668,83.1116,20.1483,192.1635,120.7863,172.0592,919.8018,8134.283,1971.963,385.3022,207.8821,16.4149,27.4006,27.4983,48.1645,734.4907,2464.003,SW,2993.765,29.0338,97.4286,138.9185,-12.0393,55.2254,55.9088,0.315483871,24.20780645,18.47016129
2018.67,597.9061,191.7447,145.575,7.6618,45.5264,166.9302,40.4679,192.4559,137.1077,176.8465,939.8737,8214.014,1991.291,365.2303,205.611,12.566,26.6776,24.3529,46.6113,732.8624,2460.784,SW,2993.904,29.156,96.6358,138.4209,-12.0347,54.954,55.6423,0.3343333333,19.37592667,14.11333333
2018.75,631.2653,191.764,171.7624,9.0401,46.5658,170.7412,41.3918,186.1235,139.2686,180.1813,938.0945,8213.723,1991.219,353.8214,203.5194,12.8808,26.146,22.2487,45.4879,730.868,2456.889,SW,2994.03,28.9741,96.0585,137.9805,-12.0303,54.6969,55.3888,0.1719354839,13.45335161,9.308870968
2018.83,631.2653,191.764,171.7624,9.0401,46.5658,170.7412,41.3918,134.5378,124.8728,179.248,935.2842,8209.605,1990.224,378.4467,201.8449,28.6607,25.9632,22.4061,44.7417,729.6962,2453.301,SW,2994.115,27.2532,95.7458,137.6829,-12.0273,54.5105,55.2032,0.2163333333,6.793103333,3.005833333
2018.92,631.2653,191.764,171.7624,9.0401,46.5658,170.7412,41.3918,0.7111,114.1936,176.6523,932.4825,8205.504,1989.228,457.4219,201.539,70.5246,28.4103,24.7021,44.4098,729.0946,2451.478,SW,2994.172,24.1609,95.4779,137.4978,-12.0263,54.3784,55.0926,0.3280645161,2.659929032,-5.574193548
2019,0,0,0,0,0,0,0,0.7111,103.8656,173.0004,929.6893,8201.406,1988.233,452.8254,202.5295,65.8604,33.6188,26.9702,44.557,728.9742,2450.589,SW,2994.202,24.1874,95.2938,137.3901,-12.0245,54.2711,55.0294,0,4.999696774,-4.248387097
2019.08,0,0,0,0,0,0,0,0.7111,95.0507,169.7206,926.9042,8197.319,1987.237,449.27,202.954,62.5589,36.2003,28.4297,45.0117,728.9418,2449.094,SW,2994.232,24.2096,95.1431,137.2717,-12.0204,54.1699,54.9513,0.08714285714,4.732139286,-3.828571429
2019.17,0,0,0,0,0,0,0,0.7111,86.9512,166.4744,924.1275,8193.218,1986.243,444.6635,203.2778,58.3044,37.9971,29.9198,45.5914,728.9656,2447.875,SW,2994.273,24.2491,94.9439,137.1538,-12.0213,54.0758,54.8739,0.5529032258,4.896725806,-1.030645161
2019.25,0,0,0,0,0,0,0,0.7111,79.5372,163.2803,921.3591,8189.12,1985.251,438.9207,203.4787,53.2258,39.0424,31.2558,46.2428,729.0651,2446.84,SW,2994.307,24.3078,94.6911,137.0331,-12.0184,53.9908,54.7998,0.1066666667,12.29183333,7.25
2019.33,3.1345,2.8211,0.2978,0.0157,0,0,0,3.5322,72.7877,160.8144,918.5991,8185.031,1984.259,435.0337,202.3594,50.1987,35.3425,31.907,47.1311,729.1654,2443.788,SW,2994.366,24.3466,94.5117,136.8472,-12.0162,53.8811,54.6636,0.1609677419,19.9023871,13.40645161
2019.42,162.0868,144.8963,16.331,0.8595,0,0,0,145.6075,78.1487,160.5573,915.8474,8180.944,1983.267,425.4225,201.249,42.692,32.7783,32.7802,47.5007,729.4614,2441.846,SW,2994.434,24.4635,94.0802,136.6033,-12.014,53.7568,54.5216,0.511,25.31247667,18.83
2019.5,354.3704,191.7428,82.6243,4.3486,13.6178,49.932,12.1047,192.4539,124.8582,165.0371,926.7091,8226.781,1994.378,407.9626,199.8012,31.7813,29.7432,32.2165,47.0034,729.9162,2439.069,SW,2994.545,24.667,93.2912,136.1991,-12.0107,53.5489,54.3008,0.2283870968,24.60210645,18.21370968
2019.58,551.2035,192.0319,155.5874,8.1888,35.1712,128.9609,31.2633,192.743,166.0266,173.1577,945.4517,8301.677,2012.535,390.6426,199.6578,24.4771,30.8606,30.1468,46.385,729.9305,2435.697,SW,2994.671,24.817,92.5124,135.7412,-12.0063,53.2644,54.0471,0.1725806452,26.9999871,21.17580645
2019.67,675.3339,192.1865,204.5101,10.7637,48.2173,176.7966,42.8598,192.8976,171.3999,182.8876,955.6403,8345.343,2023.122,381.6369,203.7214,23.2155,40.8306,28.7363,46.7302,729.6539,2432.931,SW,2994.758,24.8043,92.0857,135.4334,-12.0033,52.9628,53.8624,0.3553333333,21.13414333,15.82
2019.75,704.8235,192.1865,232.5253,12.2382,48.2173,176.7966,42.8598,192.8976,166.7747,188.5934,952.7776,8341.183,2022.111,367.0458,205.5163,18.942,41.4961,26.8701,49.1372,728.8509,2431.803,SW,2994.844,24.8959,91.4672,135.0916,-12.0003,52.7406,53.6714,0.06935483871,14.19944516,10.18629032
2019.83,718.8242,192.1865,245.8259,12.9382,48.2173,176.7966,42.8598,175.0007,160.2397,189.5115,949.9234,8337.005,2021.101,370.7166,204.3604,23.725,37.5538,25.7954,50.332,728.1837,2428.397,SW,2994.942,24.3046,91.1366,134.7426,-11.9973,52.5445,53.4523,0.092,8.912756667,5.885
2019.92,718.8242,192.1865,245.8259,12.9382,48.2173,176.7966,42.8598,0.7072,146.7247,187.1673,947.0778,8332.845,2020.09,475.2583,204.2268,78.9208,38.1659,27.6316,50.7403,727.7869,2427.146,SW,2995.006,20.2271,90.8099,134.509,-11.9956,52.4052,53.3243,0.1448387097,6.009770968,1.186290323
2020,0,0,0,0,0,0,0,0.7072,134.5763,184.1786,944.2408,8328.667,2019.08,468.9886,204.618,71.7817,40.3275,30.5985,51.1379,727.9037,2425.851,SW,2995.057,20.2689,90.5519,134.3337,-11.9944,52.2798,53.2223,0.1738709677,4.620416129,-0.7725806452
2020.08,0,0,0,0,0,0,0,0.7072,123.143,180.702,941.4121,8324.494,2018.07,463.0036,205.4995,65.6036,43.6783,32.6904,51.6823,728.1492,2425.087,SW,2995.095,20.3146,90.2889,134.1962,-11.9929,52.1687,53.1446,0.2032142857,4.900096429,-1.005357143
2020.17,0,0,0,0,0,0,0,0.7072,112.6422,177.2642,938.5919,8320.338,2017.061,457.4268,206.2284,60.3524,45.9582,34.0816,52.4055,728.4622,2424.262,SW,2995.136,20.3617,90.0327,134.0638,-11.9934,52.066,53.066,0.2806451613,6.250903226,1.263709677
2020.25,0,0,0,0,0,0,0,0.7072,103.2128,174.0271,935.7803,8316.19,2016.054,450.8035,206.5647,54.4719,46.5006,35.1238,53.2482,728.8926,2423.458,SW,2995.18,20.4282,89.7254,133.9176,-11.9924,51.9724,52.9816,0.3316666667,13.61893,7.701666667
2020.33,15.5461,13.9915,1.4769,0.0777,0,0,0,14.6987,94.8,172.1099,932.977,8312.03,2015.047,436.7602,205.0289,43.0129,39.8888,35.6635,54.24,729.8354,2422.434,SW,2995.259,20.5997,89.0843,133.6166,-11.9898,51.865,52.8236,0.4,17.85423226,11.37580645
2020.42,172.5478,143.5017,27.5938,1.4523,0,0,0,144.209,109.7922,172.1363,930.1821,8307.883,2014.041,423.2917,203.4761,34.3164,35.3132,34.7118,54.0582,730.6248,2421.388,SW,2995.341,20.7616,88.4672,133.2954,-11.9873,51.7418,52.6653,0.3876666667,22.9955,16.42833333
2020.5,346.7569,192.2283,90.3083,4.7531,10.7041,39.2484,9.5148,192.9355,150.6786,176.9195,938.0927,8342.97,2022.547,399.3859,202.6283,22.9362,32.5166,31.2081,53.151,731.2621,2421.846,SW,2995.454,21.0263,87.4169,132.8295,-11.9842,51.5569,52.4698,0.2158064516,26.6269871,20.32258065
2020.58,467.7596,192.2653,139.775,7.3566,23.1053,84.7195,20.5381,192.9725,163.6752,184.5487,947.6689,8384.262,2032.557,388.2738,206.842,20.5626,40.6965,29.1007,53.483,731.0797,2422.074,SW,2995.52,21.0625,86.9156,132.5546,-11.9822,51.3309,52.3459,0.2403225806,26.26636774,20.36693548
2020.67,601.4326,192.4087,208.694,10.9839,34.0823,124.9684,30.2954,193.1159,187.6848,195.2113,955.782,8420.305,2041.294,372.4278,209.2994,17.5517,42.6971,26.6021,54.4523,730.2381,2420.162,SW,2995.648,21.1166,86.26,132.0671,-11.9787,51.0201,52.0895,0.295,22.39755667,17.1075
2020.75,634.5206,192.4087,240.1276,12.6383,34.0823,124.9684,30.2954,193.1159,182.6201,201.874,952.9188,8416.086,2040.272,358.6732,211.9143,15.275,45.4351,24.7158,56.0885,728.9832,2420.073,SW,2995.738,21.1571,85.7223,131.7069,-11.9762,50.7893,51.912,0.2167741935,11.79974516,7.514516129
2020.83,640.2995,192.4087,245.6176,12.9272,34.0823,124.9684,30.2954,107.6702,167.2714,202.0755,950.0641,8411.878,2039.252,403.1478,211.0232,42.0246,41.6049,24.033,56.7646,727.7211,2418.543,SW,2995.839,18.4451,85.3085,131.322,-11.9733,50.6097,51.7098,0.1966666667,6.074103333,2.059166667
2020.92,640.2995,192.4087,245.6176,12.9272,34.0823,124.9684,30.2954,0.7198,153.5661,198.8537,947.2181,8407.662,2038.234,466.6633,211.5777,73.0878,43.7886,26.9127,57.0377,727.4946,2417.468,SW,2995.895,16.1414,85.0779,131.1264,-11.9722,50.4764,51.6031,0.3483870968,4.190712903,-2.930645161
2021,0,0,0,0,0,0,0,0.7198,140.4848,195.0903,944.3805,8403.454,2037.216,460.5983,212.7794,66.7421,47.8538,29.6195,57.4737,727.5305,2416.992,SW,2995.934,16.1794,84.8353,130.9771,-11.9704,50.3559,51.5256,0.264516129,5,-8.721774194
2021.08,0,0,0,0,0,0,0,0.7198,128.5926,191.4323,941.5516,8399.246,2036.198,454.7098,213.6713,61.1142,50.3913,31.5357,58.1502,727.6856,2416.645,SW,2995.971,16.2233,84.5862,130.8198,-11.9668,50.2472,51.4456,0.2985714286,5,-6.446428571
2021.17,0,0,0,0,0,0,0,0.7198,117.7005,187.8304,938.731,8395.035,2035.179,448.3079,214.3681,55.4268,51.8792,32.961,58.9346,727.9444,2416.416,SW,2996.019,16.2814,84.3066,130.66,-11.9678,50.1456,51.3628,0.3351612903,6.659980645,0.8016129032
2021.25,0,0,0,0,0,0,0,0.7198,107.7902,184.4164,935.9189,8390.827,2034.161,441.7907,214.6802,50.1131,51.6626,33.8432,59.8102,728.2659,2415.877,SW,2996.063,16.3477,84.0165,130.4935,-11.9646,50.0535,51.2741,0.3256666667,10.85294667,5.059166667
2021.33,0,0,0,0,0,0,0,0.7198,98.6184,181.6239,933.1152,8386.638,2033.143,432.9796,213.9563,43.4286,47.3109,34.2686,60.6621,728.7216,2415.27,SW,2996.128,16.4497,83.6258,130.2533,-11.9637,49.963,51.1503,0.4712903226,17.85292581,11.36935484
2021.42,105.9364,95.3428,10.064,0.5297,0,0,0,96.0626,97.0176,180.8206,930.3201,8382.453,2032.125,414.2498,211.2245,31.2913,37.3125,33.2078,60.2974,729.5166,2414.952,SW,2996.24,16.6905,82.8135,129.8075,-11.9609,49.846,50.9488,0.513,23.26256333,16.88
2021.5,265.9642,192.3295,53.7826,2.8307,3.0639,11.2341,2.7234,193.0493,122.5867,183.3473,930.5961,8389.499,2033.834,394.9156,208.8981,22.6296,31.5746,30.4521,57.9173,729.7366,2413.922,SW,2996.372,16.9097,81.9981,129.3017,-11.9572,49.6692,50.7267,0.12,26.55944839,20.35564516
2021.58,368.5199,192.3454,97.2404,5.1179,13.2869,48.7187,11.8106,193.0652,135.6781,188.5401,938.0177,8422.777,2041.902,382.1588,213.9319,19.3734,43.6198,28.3608,57.7903,729.3991,2416.601,SW,2996.405,16.995,81.464,129.1212,-11.9566,49.4935,50.6852,0.2819354839,26.12749032,20.39919355
2021.67,513.7446,192.5595,140.5599,7.3979,31.1809,114.33,27.7164,193.2793,144.893,194.5362,953.0727,8484.164,2056.782,366.9408,215.2957,16.3708,44.3874,25.2064,57.7427,728.2664,2416.814,SW,2996.517,17.0535,80.8459,128.6654,-11.9537,49.2586,50.4827,0.4673333333,20.93270667,15.64583333
2021.75,542.5011,192.5613,166.8707,8.7827,31.3716,115.0291,27.8858,193.2811,144.8132,198.0797,950.4077,8480.615,2055.926,349.2221,213.8678,12.7404,38.3499,22.4868,57.8919,726.082,2416.618,SW,2996.648,17.1591,80.2016,128.1331,-11.9503,49.0544,50.2385,0.4664516129,12.14060968,8.086290323
2021.83,543.3961,192.5613,167.721,8.8274,31.3716,115.0291,27.8858,107.7623,130.8193,196.8294,947.5606,8476.377,2054.897,392.7413,212.1998,37.9123,34.9476,23.0815,57.0238,724.6021,2415.447,SW,2996.745,14.4086,79.8001,127.7603,-11.9477,48.9036,50.0606,0.269,7.845173333,5.048333333
2021.92,543.3961,192.5613,167.721,8.8274,31.3716,115.0291,27.8858,0.7204,119.7237,194.0756,944.7221,8472.129,2053.872,453.4157,211.6859,68.191,35.3411,25.8254,56.329,724.0208,2414.602,SW,2996.81,12.0464,79.496,127.5177,-11.9464,48.7812,49.9446,0.5016129032,3.352167742,-1.488709677
2022,0,0,0,0,0,0,0,0.7204,109.3307,190.2849,941.892,8467.891,2052.842,448.5613,212.4406,63.3426,39.2185,27.9693,56.1622,723.9565,2413.81,SW,2996.848,12.081,79.3087,127.3832,-11.9452,48.6712,49.874,0.09967741935,4.219667742,-10.63870968
2022.08,0,0,0,0,0,0,0,0.7204,99.9297,186.5928,939.0704,8463.652,2051.813,443.7479,213.0029,58.8571,41.8435,29.6128,56.2313,723.9771,2413.229,SW,2996.885,12.1216,79.1147,127.2374,-11.9437,48.5695,49.7998,0.1268965517,4.985158621,-3.588793103
2022.17,0,0,0,0,0,0,0,0.7204,91.4215,183.0245,936.2573,8459.433,2050.786,439.293,213.3438,55.0039,43.2388,30.7797,56.4622,724.0549,2412.461,SW,2996.925,12.1633,78.9271,127.0925,-11.9415,48.476,49.7224,0.2741935484,6.033316129,1.17016129
2022.25,0,0,0,0,0,0,0,0.7204,83.6664,179.5884,933.4528,8455.194,2049.765,432.7815,213.4238,49.4817,43.4219,31.9181,56.7686,724.2296,2411.836,SW,2996.966,12.2373,78.6535,126.9399,-11.9398,48.3918,49.6428,0.5163333333,13.34466667,7.339166667
2022.33,8.6198,7.7578,0.8189,0.0431,0,0,0,8.4783,77.0481,177.0668,930.6565,8450.976,2048.739,421.0529,211.8787,40.3269,37.9409,32.67,56.8889,724.6049,2411.035,SW,2997.039,12.3905,78.1649,126.6634,-11.9374,48.3038,49.5067,0.3741935484,20.35097097,13.77177419
2022.42,191.846,170.3011,20.4677,1.0772,0,0,0,171.0215,85.1143,176.8263,927.8687,8446.737,2047.716,399.0956,208.4017,27.0405,29.1982,31.2033,55.1867,725.055,2410.395,SW,2997.164,12.6808,77.2566,126.1575,-11.9338,48.1645,49.2855,0.2343333333,23.14014667,16.68416667
2022.5,382.8091,192.5703,95.1421,5.0075,16.2161,59.459,14.4143,193.2907,139.4978,181.6599,941.2836,8501.96,2061.104,380.7049,207.9235,19.906,29.6831,28.5112,53.0201,724.7565,2410.238,SW,2997.265,12.878,76.5177,125.7384,-11.9307,47.9783,49.1139,0.4132258065,25.65282581,19.51612903
2022.58,598.1696,192.8448,179.37,9.4405,38.9726,142.8994,34.6423,193.5652,187.5041,191.188,961.1866,8581.13,2080.296,360.5685,207.9472,15.0798,30.786,25.1509,51.1453,723.3834,2408.618,SW,2997.41,13.0162,75.7486,125.1686,-11.927,47.6805,48.8494,0.2832258065,25.37742903,19.61612903
2022.67,773.1781,193.0724,250.5631,13.1875,56.9439,208.7944,50.6168,193.7928,213.3132,202.42,976.2481,8642.714,2095.227,343.7591,209.4111,13.2175,34.6148,22.7198,50.4476,721.3312,2405.833,SW,2997.553,13.0576,75.1425,124.6177,-11.9228,47.3316,48.5671,0.714,21.45820667,16.20416667
2022.75,809.7626,193.0724,285.3184,15.0168,56.9439,208.7944,50.6168,193.7928,207.2736,210.3035,973.3237,8638.406,2094.18,331.434,210.6886,12.4379,36.6558,21.3467,50.9399,719.3009,2402.605,SW,2997.678,13.0519,74.7129,124.1606,-11.9193,47.0294,48.3096,0.2009677419,13.3760129,9.020967742
2022.83,819.6144,193.0724,294.6776,15.5094,56.9439,208.7944,50.6168,127.0848,193.1215,211.1518,970.4079,8634.077,2093.135,364.9676,209.8707,34.5863,35.8048,20.9033,51.1848,717.567,2399.775,SW,2997.782,10.8012,74.397,123.7763,-11.9167,46.8152,48.0944,0.298,6.476703333,3.714166667
2022.92,819.6144,193.0724,294.6776,15.5094,56.9439,208.7944,50.6168,0.7184,177.1382,208.1897,967.5009,8629.771,2092.088,438.8653,210.6375,72.0739,39.7315,24.4341,51.4676,716.876,2398.721,SW,2997.838,8.0269,74.1397,123.5679,-11.9152,46.6597,47.9833,0.3222580645,3.935396774,-2.751612903
2023,0,0,0,0,0,0,0,0.7184,162.0704,204.3003,964.6026,8625.458,2091.044,433.207,212.249,65.9235,45.5982,27.3361,52.0398,716.7148,2398.077,SW,2997.877,8.0597,73.9237,123.4216,-11.9137,46.5158,47.9038,0.3880645161,4.900312903,-6.633064516
2023.08,0,0,0,0,0,0,0,0.7184,148.2783,200.4433,961.7131,8621.159,2089.999,426.6911,213.6016,59.3412,49.8441,29.7031,52.9913,716.6982,2397.821,SW,2997.915,8.112,73.6606,123.2643,-11.9121,46.3858,47.8216,0.2485714286,5,-2.420535714
2023.17,0,0,0,0,0,0,0,0.7184,135.7155,196.683,958.8321,8616.839,2088.953,420.5538,214.6635,53.7578,52.5242,31.2065,54.1561,716.793,2397.418,SW,2997.956,8.1687,73.3987,123.1145,-11.9108,46.2706,47.7389,0.4103225806,5.457067742,-1.228225806
2023.25,0,0,0,0,0,0,0,0.7184,124.2119,192.9818,955.9598,8612.54,2087.909,415.7366,215.4581,49.9129,54.1434,31.9914,55.4096,716.9179,2396.554,SW,2997.995,8.2123,73.1842,122.9715,-11.9094,46.1629,47.6522,0.4983333333,14.60328333,8.529166667
2023.33,25.5323,22.979,2.4256,0.1277,0,0,0,23.6974,115.2417,190.9483,953.0961,8608.233,2086.865,403.9863,213.7906,40.4433,45.6199,32.6398,57.2827,717.2599,2395.198,SW,2998.079,8.3637,72.6847,122.6508,-11.9073,46.0618,47.4739,0.3174193548,15.79356452,9.516129032
2023.42,137.1063,119.052,17.1516,0.9027,0,0,0,119.7703,117.598,190.1852,950.2409,8603.935,2085.821,390.1504,212.1413,31.4409,39.7281,31.8351,57.6102,717.5528,2394.753,SW,2998.166,8.5459,72.0984,122.2947,-11.905,45.9492,47.3065,0.471,25.43645333,18.80833333
2023.5,312.6546,193.0237,74.9508,3.9448,7.3323,26.8853,6.5176,193.7421,149.6262,195.1613,954.7224,8626.514,2091.296,370.6491,210.9929,22.3607,34.9852,29.1621,56.5835,717.3889,2393.887,SW,2998.298,8.7737,71.2932,121.7599,-11.9017,45.7434,47.066,0.405483871,26.51963548,20.24435484
2023.58,527.4131,193.2537,151.5857,7.9782,31.4272,115.233,27.9353,193.972,186.2302,204.6183,975.9199,8710.524,2111.664,352.9029,211.0821,17.5418,35.1119,26.1752,55.0495,716.3508,2391.485,SW,2998.452,8.9113,70.5918,121.1656,-11.8972,45.4394,46.7821,0.2864516129,26.52054516,20.60483871
2023.67,651.774,193.3706,211.5728,11.1354,42.4252,155.5589,37.7113,194.0889,198.677,215.0681,983.9713,8746.491,2120.38,338.4652,214.3827,15.3879,41.5466,23.9821,55.0392,714.7808,2390.313,SW,2998.571,8.9624,70.0438,120.6883,-11.8941,45.1162,46.5533,0.2093333333,22.06896,16.77666667
2023.75,690.9074,193.3706,248.7495,13.0921,42.4252,155.5589,37.7113,194.0889,195.0872,222.6078,981.0237,8742.126,2119.318,328.0475,215.9132,14.5658,42.3638,22.6165,56.1562,713.2338,2388.101,SW,2998.693,8.9678,69.659,120.218,-11.8909,44.8347,46.3032,0.9851612903,13.95999032,9.545967742
2023.83,698.4088,193.3706,255.8757,13.4671,42.4252,155.5589,37.7113,135.8151,178.5781,223.3168,978.0849,8737.767,2118.259,351.2885,214.8474,30.9922,39.4384,21.2412,56.3964,710.68,2387.398,SW,2998.804,7.1847,69.163,119.7812,-11.8885,44.6508,46.0965,0.3753333333,7.748533333,4.555833333
2023.92,698.4088,193.3706,255.8757,13.4671,42.4252,155.5589,37.7113,0.7179,163.4644,220.3886,975.155,8733.401,2117.197,431.2291,214.9958,70.3847,41.1925,23.8918,56.4119,709.707,2386.856,SW,2998.869,4.3718,68.8715,119.5273,-11.8872,44.5095,45.9759,0.2661290323,4.61566129,-2.928225806
2024,0,0,0,0,0,0,0,0.7179,149.7204,216.3259,972.2337,8729.042,2116.137,426.4222,216.228,65.2537,45.9187,26.4345,56.737,709.5333,2386.175,SW,2998.908,4.3982,68.6933,119.3708,-11.8848,44.377,45.8949,0.3551612903,4.99713871,-0.510483871
2024.08,0,0,0,0,0,0,0,0.7179,137.0925,212.2943,969.3213,8724.683,2115.077,420.4565,217.2544,59.2001,49.2945,28.7348,57.3668,709.4665,2385.752,SW,2998.946,4.4443,68.4621,119.2135,-11.8809,44.2595,45.8153,0.1903571429,4.812871429,-3.966071429
2024.17,0,0,0,0,0,0,0,0.7179,125.4672,208.2863,966.4175,8720.322,2114.018,415.7188,218.1358,54.9514,51.6562,30.0817,58.1619,709.4973,2385.091,SW,2998.993,4.482,68.2655,119.0654,-11.8817,44.149,45.7326,0.0435483871,6.130354839,0.8040322581
2024.25,0,0,0,0,0,0,0,0.7179,114.745,204.332,963.5225,8715.963,2112.958,412.948,218.7796,52.9387,52.9862,30.7336,59.0693,709.5454,2383.902,SW,2999.035,4.4996,68.1393,118.9228,-11.8807,44.0445,45.6453,0.15,14.02881,8.213333333
2024.33,44.3605,39.9244,4.2142,0.2218,0,0,0,40.6423,108.3985,202.1077,960.6362,8711.597,2111.904,404.5007,217.1315,45.6429,45.2357,31.8319,60.1976,709.7414,2382.43,SW,2999.118,4.5972,67.7922,118.6062,-11.8789,43.9472,45.4754,0.3922580645,18.19693226,11.95725806
2024.42,190.9513,158.8336,30.5118,1.6059,0,0,0,159.5515,121.7274,201.9694,957.7584,8707.237,2110.849,390.5486,215.1223,35.3792,38.7397,31.8699,59.8682,710.0764,2381.724,SW,2999.215,4.7705,67.2188,118.2185,-11.8765,43.8325,45.2977,0.4973333333,23.45547333,17.3325
2024.5,331.2322,193.6931,78.8792,4.1515,9.8115,35.9755,8.7213,194.411,146.1138,205.7095,964.6946,8738.848,2118.515,363.2242,213.3401,21.1702,33.5889,28.5224,58.1202,709.9149,2383.313,SW,2999.354,5.0927,66.1345,117.6154,-11.8733,43.6471,45.0678,0.3032258065,27.33851613,21.08306452
2024.58,539.904,193.6931,158.8811,8.3622,32.2142,118.1186,28.6348,194.411,185.6222,215.0198,984.1714,8816.604,2137.365,347.6991,215.2348,17.4384,38.1296,25.8938,56.7438,708.933,2382.469,SW,2999.478,5.1906,65.5338,117.1105,-11.8706,43.356,44.8447,0.4274193548,24.30114516,18.3733871
2024.67,673.9105,193.6931,226.7591,11.9347,43.4742,159.4056,38.6438,194.411,207.0976,225.3746,992.4587,8853.474,2146.301,332.5184,217.2947,14.956,39.8788,23.4702,56.409,707.213,2380.864,SW,2999.622,5.2426,64.975,116.5549,-11.8674,43.041,44.5777,0.2606666667,19.63066,14.37666667
