time,fcacc,rlvacc,frtjacc,frtmacc,fbracc,rlwacc,crtacc,rleavc,frootcj,frootcm,fbrchc,rlwodc,crootc,strucc(1),strucc(2),metabc(1),metabc(2),som1c(1),som1c(2),som2c(1),som2c(2),Condition,som3c,dslit,dsom2c(1),dsom2c(2),dsom3c,dsomtc,dsomsc,nppt,nstemp,natemp
2037.08,0,0,0,0,0,0,0,0.7338,98.397,186.2025,1003.517,9842.723,2386.125,452.4684,217.3112,59.2692,41.3037,30.4548,55.3479,713.2337,2285.485,SW,3010.421,-29.7952,18.2961,74.1898,-11.6426,22.6843,24.9152,0.1268965517,4.985158621,-3.588793103
2037.17,0,0,0,0,0,0,0,0.7338,90.0193,182.6404,1000.511,9837.795,2384.935,447.8979,217.6028,55.3665,42.6914,31.6353,55.5672,713.4468,2284.919,SW,3010.457,-29.7624,18.181,74.0509,-11.6411,22.5987,24.8478,0.2741935484,6.033316129,1.17016129
2037.25,0,0,0,0,0,0,0,0.7338,82.3831,179.21,997.5139,9832.891,2383.741,441.2263,217.6344,49.7883,42.8813,32.7868,55.862,713.8151,2284.499,SW,3010.497,-29.7056,18.0122,73.9058,-11.6403,22.5257,24.778,0.5163333333,13.34466667,7.339166667
2037.33,8.6611,7.795,0.8228,0.0433,0,0,0,8.5288,75.8828,176.6838,994.5256,9827.969,2382.547,429.2233,216.0235,40.5608,37.476,33.5489,55.9699,714.5333,2284.054,SW,3010.568,-29.5911,17.71,73.6394,-11.6398,22.4745,24.6573,0.3741935484,20.3440129,13.77177419
2037.42,192.7653,171.1171,20.5658,1.0824,0,0,0,171.8509,84.1997,176.4183,991.5463,9823.064,2381.359,406.7704,212.4449,27.1843,28.8614,32.072,54.276,715.6283,2284.028,SW,3010.69,-29.3743,17.153,73.1507,-11.6385,22.4009,24.4648,0.2343333333,23.14014667,16.68416667
2037.5,371.9886,196.1181,90.6254,4.7698,14.4856,53.1137,12.8761,196.8519,134.7047,180.8084,1003.044,9871.257,2393.041,387.9396,211.8014,19.9545,29.1485,29.351,52.1174,715.8873,2284.368,SW,3010.787,-29.2209,16.7082,72.7454,-11.6369,22.2484,24.3169,0.4132258065,25.65282581,19.51612903
2037.58,586.499,196.3197,175.1949,9.2208,37.0374,135.8039,32.9222,197.0535,183.9755,190.0985,1022.558,9948.995,2411.886,367.3152,211.6189,15.0542,30.1685,25.9389,50.1938,715.1431,2283.475,SW,3010.925,-29.1054,16.2555,72.1997,-11.6348,22.0012,24.0931,0.2832258065,25.37742903,19.61612903
2037.67,759.761,196.4868,246.4671,12.972,54.6903,200.5312,48.6136,197.2206,210.5271,201.1657,1037.117,10008.73,2426.368,350.0974,212.9369,13.1543,34.018,23.4683,49.4532,713.6271,2281.427,SW,3011.062,-29.0531,15.9111,71.68,-11.6331,21.6957,23.8563,0.714,21.45820667,16.20416667
2037.75,797.0826,196.4868,281.9226,14.838,54.6903,200.5312,48.6136,197.2206,205.6461,208.9866,1034.01,10003.72,2425.152,337.4714,214.1111,12.3593,36.1089,22.0659,49.9257,711.9994,2278.849,SW,3011.182,-29.0379,15.6741,71.251,-11.6308,21.4349,23.6402,0.2009677419,13.3760129,9.020967742
2037.83,806.9791,196.4868,291.3242,15.3329,54.6903,200.5312,48.6136,129.3326,191.712,209.8291,1030.913,9998.725,2423.941,371.6346,213.2207,34.8225,35.3546,21.6115,50.1748,710.5678,2276.557,SW,3011.281,-30.5662,15.5036,70.8939,-11.6299,21.2659,23.4611,0.298,6.484933333,3.714166667
2037.92,806.9791,196.4868,291.3242,15.3329,54.6903,200.5312,48.6136,0.7311,175.8456,206.8866,1027.825,9993.715,2422.733,446.9635,213.9392,72.8178,39.2812,25.1943,50.4651,710.0818,2275.78,SW,3011.336,-32.4615,15.355,70.6988,-11.6297,21.1184,23.3658,0.3222580645,3.935396774,-2.751612903
2038,0,0,0,0,0,0,0,0.7311,160.888,203.0215,1024.746,9988.72,2421.522,441.1652,215.5134,66.57,45.1238,28.1373,51.0409,710.0709,2275.325,SW,3011.375,-32.4335,15.2249,70.5613,-11.6291,20.9685,23.2955,0.3880645161,4.900312903,-6.633064516
2038.08,0,0,0,0,0,0,0,0.7311,147.1967,199.1886,1021.676,9983.725,2420.311,434.4939,216.8299,59.8933,49.3563,30.5369,51.994,710.2278,2275.25,SW,3011.413,-32.3909,15.0636,70.4137,-11.6279,20.8348,23.2205,0.2485714286,5,-2.420535714
2038.17,0,0,0,0,0,0,0,0.7311,134.7256,195.4517,1018.616,9978.729,2419.101,428.2111,217.8564,54.2314,52.0331,32.0607,53.1598,710.4883,2275.044,SW,3011.448,-32.3461,14.903,70.2666,-11.6266,20.7178,23.1422,0.4103225806,5.457067742,-1.228225806
2038.25,0,0,0,0,0,0,0,0.7311,123.3058,191.7735,1015.564,9973.734,2417.89,423.2775,218.6161,50.3285,53.6556,32.8561,54.4142,710.7477,2274.371,SW,3011.486,-32.3109,14.7701,70.1326,-11.6251,20.6154,23.0646,0.4983333333,14.60328333,8.529166667
2038.33,25.6486,23.0838,2.4366,0.1282,0,0,0,23.8148,114.4293,189.753,1012.522,9968.754,2416.681,411.2687,216.8893,40.7612,45.2243,33.5136,56.2969,711.3988,2273.433,SW,3011.567,-32.1941,14.4626,69.8312,-11.6245,20.5606,22.9046,0.3174193548,15.7867871,9.516129032
2038.42,137.7315,119.5949,17.2298,0.9068,0,0,0,120.326,116.9378,189.0009,1009.489,9963.759,2415.47,397.1387,215.1832,31.6738,39.4072,32.7016,56.6469,712.0601,2273.406,SW,3011.651,-32.0541,14.1003,69.4963,-11.6238,20.4885,22.7562,0.471,25.43645333,18.80833333
2038.5,303.8258,196.6803,70.9276,3.733,5.8473,21.44,5.1976,197.4114,145.2574,193.6795,1012.309,9980.219,2419.46,377.2074,213.9105,22.4837,34.6222,29.9967,55.6629,712.4227,2273.176,SW,3011.78,-31.8766,13.6124,68.9931,-11.6227,20.3371,22.5487,0.405483871,26.51963548,20.24435484
2038.58,517.8422,196.6803,148.2974,7.8051,29.7107,108.9391,26.4095,197.4114,183.3933,202.979,1033.103,10062.71,2439.458,359.0522,213.8333,17.5705,34.6157,26.9642,54.1246,711.8777,2271.531,SW,3011.93,-31.7649,13.1981,68.4404,-11.6213,20.0893,22.3134,0.2864516129,26.52054516,20.60483871
2038.67,641.5577,196.6904,208.172,10.9564,40.633,148.9877,36.1182,197.4215,196.341,213.2913,1040.908,10097.71,2447.943,344.2784,217.0075,15.3653,40.9797,24.7291,54.0914,710.7198,2270.935,SW,3012.046,-31.7194,12.8832,67.9955,-11.6203,19.7797,22.1157,0.2093333333,22.06896,16.77666667
2038.75,680.9042,196.6904,245.5511,12.9237,40.633,148.9877,36.1182,197.4215,193.3521,220.7762,1037.79,10092.67,2446.72,333.617,218.4535,14.5177,41.8325,23.3343,55.1842,709.475,2269.31,SW,3012.163,-31.71,12.6681,67.5632,-11.619,19.5327,21.9013,0.9851612903,13.95999032,9.545967742
2038.83,688.4384,196.6904,252.7086,13.3004,40.633,148.9877,36.1182,138.147,177.0761,221.4823,1034.681,10087.61,2445.494,357.3209,217.3162,31.1506,38.9884,21.9314,55.4235,707.3273,2269.137,SW,3012.269,-33.0552,12.3968,67.1523,-11.6181,19.3869,21.7189,0.3753333333,7.756,4.555833333
2038.92,688.4384,196.6904,252.7086,13.3004,40.633,148.9877,36.1182,0.7302,162.0894,218.5795,1031.581,10082.57,2444.271,438.8747,217.4158,70.9654,40.7457,24.6135,55.4443,706.5668,2268.899,SW,3012.333,-35.19,12.2282,66.9163,-11.6183,19.2589,21.614,0.2661290323,4.61566129,-2.928225806
2039,0,0,0,0,0,0,0,0.7302,148.4615,214.5504,1028.491,10077.54,2443.052,433.9494,218.6098,65.7615,45.4426,27.1863,55.7707,706.5044,2268.416,SW,3012.371,-35.1686,12.1198,66.7697,-11.6165,19.124,21.5435,0.3551612903,4.99713871,-0.510483871
2039.08,0,0,0,0,0,0,0,0.7302,135.9398,210.5517,1025.41,10072.51,2441.834,427.8435,219.5999,59.6338,48.8004,29.5131,56.3999,706.5744,2268.186,SW,3012.409,-35.1314,11.9779,66.6217,-11.615,19.0047,21.4709,0.1903571429,4.812871429,-3.966071429
2039.17,0,0,0,0,0,0,0,0.7302,124.4122,206.5766,1022.338,10067.48,2440.61,422.9922,220.4468,55.3292,51.1512,30.8752,57.1933,706.7173,2267.723,SW,3012.448,-35.1005,11.8555,66.4802,-11.6132,18.897,21.3975,0.0435483871,6.130354839,0.8040322581
2039.25,0,0,0,0,0,0,0,0.7302,113.7802,202.6547,1019.276,10062.46,2439.392,420.1492,221.056,53.2797,52.4798,31.5343,58.0987,706.837,2266.726,SW,3012.49,-35.0853,11.7766,66.3524,-11.6131,18.8019,21.3231,0.15,14.02881,8.213333333
2039.33,44.5559,40.1003,4.2328,0.2228,0,0,0,40.8306,107.5402,200.4514,1016.222,10057.42,2438.173,411.5166,219.3589,45.9186,44.8132,32.6444,59.2298,707.2253,2265.641,SW,3012.571,-35.005,11.5597,66.0625,-11.6126,18.7525,21.176,0.3922580645,18.1903129,11.95725806
2039.42,191.7931,159.5338,30.6463,1.613,0,0,0,160.264,121.0814,200.3335,1013.178,10052.39,2436.955,397.2743,217.2974,35.5791,38.3995,32.6848,58.9196,707.8766,2265.385,SW,3012.665,-34.8631,11.2012,65.7041,-11.6117,18.6866,21.0235,0.4973333333,23.45547333,17.3325
2039.5,323.4902,196.936,75.4256,3.9698,8.4886,31.1249,7.5454,197.6662,142.2849,203.8106,1018.627,10078.48,2443.283,369.3736,215.4034,21.2511,33.2109,29.3053,57.2062,708.3355,2267.606,SW,3012.8,-34.5941,10.5346,65.1356,-11.6112,18.5493,20.8175,0.3032258065,27.33851613,21.08306452
2039.58,529.6724,196.936,155.026,8.1593,30.5192,111.9038,27.1282,197.6662,182.2216,212.9092,1037.571,10154.2,2461.639,353.4918,217.1401,17.4381,37.5627,26.6413,55.8197,707.7258,2267.345,SW,3012.921,-34.5049,10.1763,64.6686,-11.6104,18.2863,20.6299,0.4274193548,24.30114516,18.3733871
2039.67,662.3024,196.936,222.4738,11.7091,41.613,152.581,36.9893,197.6662,204.0366,223.0774,1045.532,10189.79,2470.267,337.9636,219.0438,14.9048,39.2656,24.1739,55.4461,706.3738,2266.403,SW,3013.06,-34.4504,9.8521,64.1572,-11.609,18.011,20.4042,0.2606666667,19.63066,14.37666667
2039.75,688.6113,196.936,247.4673,13.0246,41.613,152.581,36.9893,197.6662,196.2524,227.6371,1042.4,10184.69,2469.03,323.1042,217.8208,12.5831,36.7112,22.2068,55.1574,704.467,2265.152,SW,3013.196,-34.3807,9.5772,63.6554,-11.608,17.8188,20.1802,0.5580645161,12.93621935,8.732258065
2039.83,697.1285,196.936,255.5587,13.4505,41.613,152.581,36.9893,117.5984,183.1493,227.4222,1039.278,10179.6,2467.796,364.0553,216.9618,36.9929,36.4967,21.7751,54.6682,702.7049,2264.51,SW,3013.291,-36.1536,9.377,63.2997,-11.6076,17.671,20.0266,0.4076666667,10.13552667,6.765833333
2039.92,697.1285,196.936,255.5587,13.4505,41.613,152.581,36.9893,0.7351,167.3662,224.844,1036.165,10174.5,2466.565,431.4822,216.7993,68.9542,38.0151,25.0031,54.4949,702.0064,2263.848,SW,3013.359,-37.8502,9.2019,63.0527,-11.6071,17.5427,19.9165,0.1674193548,5.861658065,3.153225806
2040,0,0,0,0,0,0,0,0.7351,153.5642,221.2119,1033.061,10169.42,2465.332,425.5461,217.4071,62.6573,41.3834,27.7973,54.6445,701.9562,2263.049,SW,3013.41,-37.817,9.0717,62.8791,-11.6068,17.4144,19.8331,0.165483871,3.360196774,-4.250806452
2040.08,0,0,0,0,0,0,0,0.7351,140.0985,216.8081,1029.966,10164.33,2464.098,421.7471,218.8871,59.3086,47.0162,29.256,55.0545,702.0067,2262.591,SW,3013.448,-37.7991,8.9765,62.7572,-11.6072,17.2758,19.7716,0.1993103448,4.350948276,-3.554310345
2040.17,0,0,0,0,0,0,0,0.7351,127.9715,212.5658,1026.881,10159.26,2462.866,417.4179,220.0315,55.5325,50.6571,30.5356,55.8116,702.1249,2262.11,SW,3013.483,-37.7718,8.8671,62.6308,-11.6063,17.1575,19.7047,0.3558064516,4.969719355,-0.6701612903
2040.25,0,0,0,0,0,0,0,0.7351,117.0064,208.468,1023.804,10154.18,2461.632,412.0704,220.827,50.9738,52.7586,31.6317,56.7544,702.3283,2261.803,SW,3013.521,-37.7296,8.7309,62.4973,-11.6068,17.0557,19.6334,0.268,10.80824333,5.11
2040.33,0,0,0,0,0,0,0,0.7351,107.2371,205.2527,1020.737,10149.11,2460.402,404.5757,220.1032,44.7978,48.5567,32.4592,58.0588,702.6637,2261.051,SW,3013.583,-37.6596,8.5418,62.2855,-11.6065,16.9957,19.521,0.1983870968,18.85382258,12.2266129
2040.42,127.3513,114.6162,12.0984,0.6368,0,0,0,115.3513,106.0436,204.382,1017.68,10144.02,2459.171,395.8078,218.8508,38.5488,43.77,32.6242,58.5733,703.0702,2260.222,SW,3013.661,-37.575,8.3171,62.0002,-11.6055,16.9241,19.3862,0.355,23.01397333,16.55416667
2040.5,258.1989,197.1704,44.6971,2.3525,2.5162,9.2261,2.2366,197.9055,119.4953,205.954,1017.147,10148.18,2460.177,381.4265,218.2628,29.8864,39.5429,31.6627,58.4047,703.594,2260.311,SW,3013.758,-37.4333,7.9559,61.6258,-11.6045,16.815,19.2287,0.3890322581,26.22815161,19.95
2040.58,465.1805,197.1704,105.1212,5.5327,28.3241,103.855,25.177,197.9055,150.3294,211.298,1039.871,10237.71,2481.882,356.1863,216.4107,19.0866,34.9166,27.9238,56.7642,703.5146,2261.481,SW,3013.908,-37.2064,7.3734,61.023,-11.6034,16.6455,18.9987,0.4932258065,26.56408387,20.68064516
2040.67,649.1428,197.1704,164.7821,8.6727,50.1332,183.8216,44.5628,197.9055,170.7905,218.9406,1058.532,10312.54,2500.022,337.8237,216.149,15.0528,35.3727,24.8215,55.0473,702.3178,2260.42,SW,3014.059,-37.1006,6.9907,60.47,-11.6021,16.404,18.7722,0.2293333333,22.12410333,16.875
2040.75,698.5636,197.1873,194.5108,10.2374,53.3931,195.7745,47.4605,197.9224,164.9701,224.2579,1058.612,10319.34,2501.667,322.9817,215.4376,12.8515,35.0359,22.6662,54.1293,700.5908,2259.174,SW,3014.198,-37.0354,6.7122,59.9576,-11.6011,16.1846,18.5515,0.224516129,13.35886129,9.181451613
2040.83,702.7517,197.1873,198.4896,10.4468,53.3931,195.7745,47.4605,125.6479,150.5766,223.5203,1055.441,10314.19,2500.419,360.6572,213.9437,34.7514,33.5098,22.2868,53.3356,699.2388,2257.623,SW,3014.294,-38.6226,6.5395,59.6155,-11.6004,16.0602,18.4007,0.446,7.44304,3.699166667
2040.92,702.7517,197.1873,198.4896,10.4468,53.3931,195.7745,47.4605,0.7345,138.1866,220.1674,1052.279,10309.04,2499.166,433.4575,213.9959,67.8171,35.9751,26.2221,53.03,698.7731,2257.374,SW,3014.352,-40.411,6.3615,59.4151,-11.6003,15.9446,18.3157,0.284516129,4.640819355,-1.644032258
2041,0,0,0,0,0,0,0,0.7345,126.6726,216.2155,1049.127,10303.89,2497.917,427.3177,214.6578,61.3942,39.7336,28.8029,53.0686,698.8222,2256.995,SW,3014.393,-40.3746,6.2255,59.2638,-11.5991,15.8264,18.2474,0.2138709677,4.917719355,-3.636290323
2041.08,0,0,0,0,0,0,0,0.7345,115.9631,212.1427,1045.984,10298.74,2496.669,421.7831,215.3746,56.1939,42.9815,30.4866,53.4069,698.9789,2256.662,SW,3014.431,-40.3373,6.0951,59.1234,-11.5976,15.7159,18.1809,0.2239285714,5,-7.123214286
2041.17,0,0,0,0,0,0,0,0.7345,106.1479,208.1308,1042.85,10293.6,2495.418,416.8996,215.9451,52.0378,45.1713,31.5491,53.9306,699.1824,2256.247,SW,3014.465,-40.3021,5.9736,58.9857,-11.5962,15.6174,18.1128,0.5174193548,5,-0.09193548387
2041.25,0,0,0,0,0,0,0,0.7345,97.1456,204.1722,1039.726,10288.46,2494.169,411.0565,216.3922,47.3024,46.5458,32.348,54.5505,699.4708,2256.038,SW,3014.503,-40.2537,5.8242,58.8473,-11.5946,15.5299,18.045,0.329,12.40842667,7.678333333
2041.33,33.9165,30.5249,3.2221,0.1696,0,0,0,31.2594,91.7508,201.221,1036.612,10283.3,2492.924,400.7256,215.4123,39.3524,42.3458,32.7754,55.3867,699.9993,2255.715,SW,3014.564,-40.1537,5.5684,58.6187,-11.5938,15.4753,17.9347,0.09161290323,19.90758387,13.50080645
2041.42,207.6767,178.6059,27.6172,1.4535,0,0,0,179.3404,103.0174,201.0895,1033.506,10278.15,2491.675,390.8599,215.5947,33.2405,43.1896,32.3174,55.5905,700.4589,2256.308,SW,3014.617,-40.0609,5.3212,58.409,-11.5942,15.3755,17.8464,0.2863333333,23.68558667,17.1925
2041.5,314.8156,197.2395,72.7768,3.8304,7.3744,27.0394,6.555,197.974,127.4652,203.7729,1037.777,10300.05,2496.985,374.0076,216.9051,24.7576,44.2471,30.3875,55.7363,700.9035,2258.242,SW,3014.684,-39.9066,4.9163,58.1024,-11.5934,15.2292,17.7284,0.5006451613,25.98362581,19.74435484
2041.58,489.9608,197.2395,145.9196,7.68,25.0419,91.8204,22.2595,197.974,166.8279,210.9443,1052.311,10359.67,2511.438,359.1085,219.1543,19.9293,44.4961,28.0485,56.9498,700.7606,2258.635,SW,3014.781,-39.807,4.5728,57.7275,-11.5928,15.0229,17.5554,0.3458064516,25.51373871,19.74596774
2041.67,642.6617,197.3685,214.3621,11.2822,39.5368,144.9682,35.1438,198.103,194.0241,220.0576,1063.623,10407.62,2523.062,343.4287,219.0897,16.6286,40.2432,25.5304,57.1844,699.934,2256.922,SW,3014.934,-39.7286,4.2421,57.1783,-11.5903,14.8058,17.3033,0.4543333333,20.05345667,14.7725
2041.75,665.2275,197.3685,235.7995,12.4105,39.5368,144.9682,35.1438,198.103,181.5701,224.7079,1060.437,10402.4,2521.802,324.8598,217.8425,12.7676,36.7591,22.9202,56.5966,698.0882,2256.553,SW,3015.078,-39.6182,3.8983,56.6449,-11.5891,14.6221,17.0769,0.3264516129,11.30599355,7.538709677
2041.83,671.71,197.3685,241.958,12.7346,39.5368,144.9682,35.1438,106.9234,169.4437,223.6215,1057.26,10397.2,2520.538,374.8873,217.0335,40.1487,36.5175,23.1378,55.8975,696.9256,2255.779,SW,3015.165,-41.49,3.7245,56.3331,-11.589,14.4955,16.9444,0.39,6.424623333,3.26
2041.92,671.71,197.3685,241.958,12.7346,39.5368,144.9682,35.1438,0.7392,155.5489,220.2042,1054.093,10392.01,2519.279,436.5715,217.5136,67.944,39.7427,26.7379,55.7009,696.665,2255.456,SW,3015.22,-42.913,3.5652,56.1445,-11.589,14.3698,16.8625,0.3458064516,4.155312903,-2.217741935
2042,0,0,0,0,0,0,0,0.7392,142.3586,216.0696,1050.936,10386.8,2518.022,430.4851,218.7104,61.7115,44.5917,29.2722,55.9042,696.7741,2255.269,SW,3015.258,-42.8785,3.429,56.0033,-11.5881,14.2372,16.7981,0.4735483871,4.729345161,-10.16532258
2042.08,0,0,0,0,0,0,0,0.7392,130.1211,211.8943,1047.787,10381.61,2516.766,424.6288,219.8078,56.2824,48.4783,31.0078,56.4388,696.9976,2255.301,SW,3015.296,-42.8407,3.2891,55.8624,-11.5882,14.1147,16.7308,0.1846428571,5,-6.74375
2042.17,0,0,0,0,0,0,0,0.7392,119.0871,207.8869,1044.649,10376.41,2515.508,419.2664,220.5744,51.7632,50.6768,32.1009,57.1788,697.2733,2255.155,SW,3015.33,-42.8021,3.1549,55.7175,-11.5847,14.0114,16.6602,0.5070967742,5,0.2943548387
2042.25,0,0,0,0,0,0,0,0.7392,108.9777,203.9382,1041.519,10371.24,2514.252,413.2007,221.1654,46.9615,51.952,32.8427,57.9993,697.6296,2255.012,SW,3015.368,-42.7536,3.0017,55.5792,-11.5845,13.9207,16.5898,0.3346666667,11.95009,7.7575
2042.33,15.1464,13.6317,1.4389,0.0757,0,0,0,14.3709,100.9347,200.8849,1038.399,10366.05,2512.992,403.4084,220.4113,39.5874,47.5828,33.1688,59.0774,698.2135,2254.74,SW,3015.429,-42.6617,2.7592,55.36,-11.5842,13.868,16.4806,0.3458064516,18.18788065,11.66532258
2042.42,174.5363,151.7873,21.6115,1.1374,0,0,0,152.5265,108.8475,200.3195,1035.288,10360.87,2511.736,384.7974,217.9132,28.0802,38.6605,31.7463,59.0616,699.0831,2255.513,SW,3015.531,-42.4786,2.3122,54.9579,-11.5836,13.8252,16.3141,0.269,24.85703667,18.42333333
2042.5,269.8984,197.9201,52.7565,2.7767,2.9601,10.8538,2.6312,198.6593,117.6684,202.5189,1035.147,10366.54,2513.114,366.8303,219.3849,20.6331,40.7916,29.079,58.7136,699.316,2258.134,SW,3015.603,-42.3228,1.9031,54.6319,-11.5833,13.6673,16.1976,0.5632258065,27.29899032,21.09435484
2042.58,507.6326,197.9201,142.4508,7.4974,28.7576,105.4444,25.5623,198.6593,170.9599,211.1078,1057.803,10455.93,2534.783,345.3629,219.1691,14.8927,37.5687,25.5394,57.7063,698.481,2258.351,SW,3015.753,-42.1775,1.4626,54.0745,-11.5827,13.4679,15.9713,0.48,23.61051935,17.78387097
2042.67,644.131,197.9201,191.6286,10.0857,44.0094,161.3677,39.1194,198.6593,181.4647,218.5841,1069.858,10506.61,2547.069,327.6729,219.077,12.2316,36.5753,22.8249,56.6682,696.7502,2257.954,SW,3015.899,-42.0988,1.141,53.5433,-11.5824,13.2476,15.751,0.326,19.66728667,14.35333333
2042.75,668.1393,197.9201,214.4365,11.2861,44.0094,161.3677,39.1194,198.6593,174.852,222.22,1066.653,10501.37,2545.795,316.9397,218.6896,11.3998,36.754,21.4725,56.0238,695.2282,2256.712,SW,3016.011,-42.071,0.9613,53.1552,-11.5818,13.0718,15.5815,0.1290322581,13.53994839,9.396774194
2042.83,669.1892,197.9201,215.4339,11.3386,44.0094,161.3677,39.1194,143.5992,157.7273,221.1918,1063.458,10496.13,2544.523,343.8299,217.3191,26.7228,35.0128,21.9616,55.2652,693.9683,2255.439,SW,3016.104,-43.3307,0.8087,52.8231,-11.581,12.957,15.438,0.2906666667,9.140593333,5.365833333
2042.92,669.1892,197.9201,215.4339,11.3386,44.0094,161.3677,39.1194,73.3975,143.5023,218.7296,1060.272,10490.89,2543.249,382.7635,216.6462,46.6056,35.5971,23.1319,54.6027,693.1937,2254.577,SW,3016.178,-44.5618,0.6815,52.5683,-11.5812,12.8451,15.3293,0.4312903226,4.779232258,-0.006451612903
2043,0,0,0,0,0,0,0,0.734,131.5341,214.7555,1057.096,10485.65,2541.977,424.8152,217.4616,64.7148,39.8455,26.2925,54.5205,693.084,2254.007,SW,3016.218,-45.4975,0.5669,52.4313,-11.5797,12.7246,15.2678,0.3467741935,4.832196774,-2.194354839
2043.08,0,0,0,0,0,0,0,0.734,120.3828,210.6946,1053.929,10480.41,2540.706,418.3958,218.2729,58.1894,43.3914,28.78,54.7715,693.1482,2253.878,SW,3016.256,-45.4541,0.4284,52.2935,-11.5787,12.6118,15.2048,0.2942857143,4.983275,-5.902678571
2043.17,0,0,0,0,0,0,0,0.734,110.1843,206.7084,1050.772,10475.16,2539.434,412.7703,218.8931,53.0731,45.7492,30.3172,55.2345,693.3133,2253.622,SW,3016.29,-45.4126,0.2973,52.1572,-11.5752,12.5136,15.1404,0.1606451613,5.652070968,1.795967742
2043.25,0,0,0,0,0,0,0,0.734,100.8805,202.8206,1047.624,10469.92,2538.163,407.3295,219.3065,48.5595,46.9662,31.3079,55.8235,693.5363,2253.146,SW,3016.329,-45.3687,0.1664,52.0257,-11.574,12.4285,15.0738,0.1553333333,10.91495667,4.905
2043.33,0,0,0,0,0,0,0,0.734,92.3307,199.6473,1044.486,10464.68,2536.896,399.6836,218.5302,42.4981,43.5276,32.018,56.5365,693.894,2252.57,SW,3016.388,-45.2971,-0.0169,51.8222,-11.5735,12.375,14.9737,0.2329032258,18.68787097,12.1733871
2043.42,117.6443,105.8799,11.1762,0.5882,0,0,0,106.6139,92.474,198.3662,1041.357,10459.44,2535.624,385.2762,215.4302,32.5233,33.9868,31.7961,56.0753,694.5314,2251.523,SW,3016.498,-45.1512,-0.3578,51.4319,-11.5725,12.344,14.8049,0.2263333333,24.23104,17.61833333
2043.5,229.7499,191.8383,36.0161,1.8956,0,0,0,192.5723,98.5499,199.3614,1038.237,10454.22,2534.357,373.3333,216.1179,26.6561,36.8143,30.554,54.9998,694.8727,2251.973,SW,3016.564,-45.0438,-0.6392,51.1648,-11.5718,12.2037,14.7068,0.2403225806,26.58012258,20.23145161
2043.58,358.7165,197.4999,87.1378,4.5862,12.5087,45.8651,11.1188,198.2339,125.438,202.6313,1047.626,10494.85,2544.209,356.1881,218.3455,19.8514,40.3098,28.1335,55.2874,694.8495,2254.438,SW,3016.629,-44.8933,-1.0171,50.8673,-11.5716,12.0242,14.5929,0.1551612903,25.34569032,19.41935484
2043.67,471.063,197.6062,126.3279,6.6488,25.2864,92.7169,22.4768,198.3402,132.5584,207.3734,1057.239,10536.44,2554.29,346.5286,221.7041,18.3065,47.5675,26.478,55.3959,694.4664,2254.698,SW,3016.694,-44.8527,-1.2257,50.6146,-11.5714,11.7906,14.4847,0.2673333333,19.01414333,13.7175
2043.75,502.0578,197.6182,148.0724,7.7933,26.7433,98.0588,23.7718,198.3522,132.1704,209.143,1055.525,10536.51,2554.311,335.9048,223.2575,15.8024,47.4447,24.302,56.9154,693.6552,2255.807,SW,3016.756,-44.816,-1.4429,50.3541,-11.5712,11.6492,14.3612,0.8532258065,15.42412258,11.33387097
2043.83,516.5262,197.6182,161.8174,8.5167,26.7433,98.0588,23.7718,185.8855,129.6881,208.9448,1052.363,10531.25,2553.032,331.6769,220.8038,17.292,38.9527,22.7812,57.3683,692.3763,2254.957,SW,3016.865,-45.0238,-1.6564,49.967,-11.5706,11.5889,14.1828,0.426,5.47469,1.170833333
2043.92,516.5262,197.6182,161.8174,8.5167,26.7433,98.0588,23.7718,0.7264,118.8973,205.6135,1049.21,10525.97,2551.758,446.3765,220.6824,76.808,39.893,24.1289,57.1287,691.8603,2254.493,SW,3016.922,-47.9814,-1.7739,49.7875,-11.571,11.4985,14.1048,0.1803225806,4.844054839,-4.508064516
2044,0,0,0,0,0,0,0,0.7264,108.9016,201.7825,1046.067,10520.7,2550.479,440.1178,221.1614,69.3529,42.3881,27.5742,57.1496,691.9036,2254.439,SW,3016.96,-47.9422,-1.8963,49.6373,-11.5694,11.3986,14.0402,0.4267741935,5,-5.671774194
2044.08,0,0,0,0,0,0,0,0.7264,99.7121,197.9861,1042.934,10515.44,2549.207,433.5176,221.5364,62.198,44.0722,30.192,57.3357,692.1348,2254.486,SW,3016.998,-47.8939,-2.0379,49.4896,-11.5679,11.3097,13.9754,0.2186206897,5,-4.938793103
2044.17,0,0,0,0,0,0,0,0.7264,91.2692,194.2307,1039.809,10510.17,2547.933,427.1398,221.8001,55.9713,45.0547,31.9199,57.6113,692.4852,2254.349,SW,3017.033,-47.8426,-2.1865,49.3485,-11.5643,11.2318,13.9123,0.1809677419,4.984,-0.4225806452
2044.25,0,0,0,0,0,0,0,0.7264,83.5242,190.5253,1036.694,10504.9,2546.661,421.32,221.9543,50.8722,45.4545,32.9275,57.9176,692.8753,2253.978,SW,3017.071,-47.7931,-2.3267,49.2199,-11.563,11.1638,13.8512,0.598,12.54846,6.646666667
2044.33,0,0,0,0,0,0,0,0.7264,76.1168,187.5887,1033.589,10499.66,2545.387,410.5163,220.5345,41.9957,40.1936,33.6601,58.125,693.6448,2253.678,SW,3017.14,-47.688,-2.5847,48.9837,-11.5629,11.1317,13.7451,0.3632258065,18.39452903,11.8266129
